V1,V2,V3,V4,V5,V6,V8,V9,V10,V11,V12,V14,V15,V16,V18,V19,V20,V21,V22,V23,V24,V25,V27,V28,V29,V30,V31,V32,V33,V35,V36,V37,V38,V39
246.0526316,685.09375,480.4791667,559.7826042,446.4456522,310.9154167,715.1489286,377.7071429,658.35,649.8289474,567.164375,618.5416667,540.8478261,557.4375,475.2360417,522.1666667,475.8645833,482.3958333,318.5,408.03125,682.1856061,374.9173958,797.25,635.0104167,602.9166667,590.3854167,483.5023958,609.71875,502.4166667,703.6111111,406.6354167,564.5416667,568,553.6458333
224.625,455.4479167,317.4791667,255.9490625,299.1979167,292.6077083,417.9590625,273.4107143,399.9895833,372.3958333,249.7061458,410.8333333,479.5543478,349.3541667,295.0428125,343.7291667,301.6041667,342.90625,171.7826087,257.5416667,422.0104167,269.4771875,400.0416667,371.65625,323.5520833,431.28125,268.23875,375.8020833,291.4270833,441.2743056,331.71875,339.375,395.09375,359.0833333
206.0833333,321.875,317.1979167,224.3844792,304.5,250.7484375,280.8153125,310.0416667,251.0625,259.3541667,191.4547917,338.0555556,366.625,277.1458333,232.8467708,249.7604167,245.7291667,387.3645833,190.1666667,263.3333333,284.8541667,267.0414583,280.5729167,300.6875,305.5833333,273.3125,171.1023958,233.9722222,363.6195652,287.375,347.1354167,252.4166667,331.6597222,385.78125
271.1666667,337.0833333,332.09375,267.7095833,400.6363636,272.3239583,297.7471875,356.0520833,271.8854167,310.4270833,211.1223958,385.4375,410.6231884,293.8541667,259.9926042,270.84375,283.7291667,419,257.2916667,367.75,294.0833333,284.5228125,300.1354167,332.625,341.6979167,291.3333333,247.105,270.2916667,359.5729167,321.15625,395,286.5416667,348.1979167,409.5729167
280.9583333,335.0208333,340.03125,269.1333333,375.4583333,254.3608333,327.3777083,340.0486111,275.3645833,299.25,244.4101042,402.3194444,445.7862319,310.875,268.469375,288.5520833,291.4583333,395.03125,251.625,384.9583333,346.8541667,278.099375,323.4270833,331.5,339.1458333,307.8645833,250.9733333,279.1388889,336.8645833,333.0729167,373.96875,280.875,348.844697,411.03125
196.3333333,324.5625,243.6458333,189.05875,267.5,205.6997917,272.363125,237.4479167,252.0104167,249.0520833,192.281875,280.3125,313.0104167,239.375,195.8719792,210.2916667,210.5,323.90625,181.9583333,250,276.6666667,199.1419792,260.1875,247.8645833,236.1145833,275.8541667,181.3294792,231.6111111,224.2604167,275.6195652,245.6979167,231.875,299.0520833,271.8020833
172.3333333,341.2916667,192.3020833,131.9435417,229.5416667,135.0325,296.2299554,193.5434783,190.5208333,208.5833333,159.9120833,158.8586957,281.625,199.5520833,140.7610417,174.28125,146.5,333.71875,118.0833333,195.6666667,229.5729167,137.8078125,183.9791667,174.8333333,195.2708333,240.0833333,142.1213542,174.6805556,203.1701389,187.25,201.9583333,145.375,231.1979167,212.0520833
236.4166667,503.8020833,257.6770833,195.5233333,303.7916667,269.4194697,320.0967857,270.3977273,230.7083333,282.9895833,234.5328125,250.2326389,354.2291667,243.25,193.9248958,245.6666667,201.71875,476.9479167,155.625,290,287.15625,194.1842708,233.1354167,250.8854167,257.4479167,301.71875,202.9415625,224.7222222,275.3958333,287.5833333,298.5833333,172.625,269.4270833,277.5833333
217.7916667,447.0208333,269.78125,194.5708333,299.7916667,310.1109375,344.5322222,249.1401515,240.7395833,321.75,225.4240625,245.7291667,383.3854167,251.59375,185.9347917,248.78125,211.8854167,511.1458333,147.4583333,238,322.1354167,194.1583333,244.875,274.53125,269,287.3229167,214.4542708,258.8680556,298.0416667,294.4722222,323.6979167,172.75,284.0833333,314
287.125,590.7604167,373.7395833,267.2909375,370.7604167,378.1483333,385.2813043,327.3015873,315.7291667,403.8229167,293.799375,330.8298611,470.3375,323.21875,228.3346875,296.34375,281.53125,492.625,170.9130435,294.9583333,402.0416667,274.8253125,336.6736111,347.1770833,379.7916667,341.8020833,259.2801042,326.3263889,414.6145833,335.4930556,386.6458333,213.4166667,351.9375,421.375
280.0416667,534.3125,407.5104167,315.371875,330,289.3360417,361.4825,313.4242424,313.7395833,422.7291667,281.9480208,338.4621212,419.8541667,371.375,281.5873958,337.6875,319.3020833,329.3125,184.3043478,316.0833333,356.53125,279.1372917,356.625,354.2326389,351.0833333,407.5833333,278.5136458,350.1666667,337.7708333,370.1354167,373.2395833,273.625,398.09375,412.75
133.375,229.6979167,178.75,137.3338542,229.8645833,120.920625,178.0501042,159.6811594,160.25,177.5520833,125.24875,163.75,184.3020833,135.8854167,119.8214583,139.125,154.0625,166,120.375,214.5833333,199.6180556,116.0969792,163.625,168.1666667,180.9583333,170.5568182,120.0572917,146.9583333,155.6979167,177.4057971,154.7395833,135.1666667,204.84375,218.3846154
268.375,417.8125,367.1145833,277.2892708,393.3125,287.4505208,403.634375,342.6875,301.65625,442.5104167,294.5663542,353.0555556,414.7361111,333.0104167,241.6467708,291.5625,279.8125,364.8055556,178.4166667,404.875,382.96875,265.0302083,342.2395833,336.0104167,400.1666667,347.1770833,254.7183333,321.7916667,374.5277778,363.4826389,308.9791667,255.25,364.1770833,384.5833333
277.875,488.7604167,393.4444444,338.9216667,367.625,289.5819792,496.9253125,392.3576389,364.59375,525.9375,341.1134375,377.8055556,455.7604167,419.3958333,305.0445833,339.1458333,320.9583333,361.09375,267.5416667,399.5416667,431.75,291.1523958,406.0520833,428.1354167,435.4375,394.0104167,302.1780208,401.5416667,426.9270833,418.7083333,364.34375,306.7916667,412.4166667,425.6354167
219.5416667,403.423913,369.90625,223.0184375,345.8958333,246.903125,386.634375,273.1944444,274.2395833,406.7604167,263.1376042,307.5729167,387.6354167,300.6145833,212.1867708,250.40625,270.5416667,335.1458333,225.5833333,337.2916667,350.4895833,206.845,339.5434783,348.3854167,345.3229167,231.6145833,191.3298958,322.5416667,359,338.4166667,271.1770833,216.625,353.9166667,365.8333333
161.8333333,187.6458333,181.6979167,154.065625,203.9895833,129.9833333,174.9617708,193.2951389,151.2916667,175.65625,150.1176042,196.8506944,195.1176471,179.5104167,118.6520833,134.71875,149.3541667,202.6041667,135.7916667,256.2916667,156.6354167,121.573125,171.3125,161.0625,184.125,144.8645833,111.3192708,148.0833333,230.0833333,182,214.6145833,142.0833333,179.3333333,239.8020833
138.125,251.8,196.3854167,130.54625,169.6666667,162.4004167,208.1620833,198.9479167,145.96875,178.71875,164.97625,233.8194444,225.7083333,156.7083333,132.3915625,156.5104167,164.4791667,183.1527778,103.6521739,181.6666667,203.625,133.3791667,197.59375,182.7604167,201.2083333,198.4270833,135.5658333,152.7916667,182.09375,187.875,190.4375,130.0833333,215.7708333,221
163.7916667,261.40625,211.1354167,177.14,211.8958333,154.87875,227.21125,204.2847222,210.3333333,219.75,174.9254167,235.4895833,263.4375,197.4375,167.5871875,183.6875,197.9375,182.3958333,152.5833333,212.5,226.3854167,167.9320833,231.3958333,228.6973684,211.6875,232.9270833,157.1316667,201.2083333,204.15625,234.9736842,209.53125,202.875,240.3020833,216.21875
137.5833333,228.4583333,189.4375,127.10625,169.7916667,162.7184375,202.5298958,151.7539683,173.125,204.59375,128.85375,125.9791667,229.1041667,170.5729167,130.5425,145.3125,143.2318841,205.5833333,117.25,149.8541667,196.875,131.3185417,174.8020833,168.3958333,172.1666667,223.4270833,119.1052083,166.375,152.4583333,175.3854167,163.3541667,151.7083333,203.9791667,203.3020833
178.7916667,316.2708333,231.0625,166.8327083,225.75,216.2539583,263.7779167,211.7256944,225.6770833,297.9479167,176.0965625,207.5590278,294.7708333,212.3020833,163.2503125,196.53125,187.6458333,275.6979167,141.8854167,181.3541667,255.2083333,173.5022917,225.1979167,239.84375,236.84375,294.7708333,167.7402083,216.8333333,241.3958333,236.3645833,231.71875,182.5833333,271.3958333,266.0729167
279.1,464.375,291.5,235.1132143,331.05,246.8284375,338.3510417,274.8263889,256.375,269.0833333,217.1589583,328.3715278,370.4583333,270.5,203.155625,255.9375,222.3958333,341.0520833,178.875,314.7083333,307.2291667,228.0863542,324.65625,316.40625,289.6979167,370.4583333,178.6745833,221.25,301.4375,279,379.09375,217.0416667,344.4166667,340.59375
94,171.1458333,111.15625,157.9734821,159.05,106.8289583,183.7133333,115.0729167,77.95454545,129.7875,97.3190625,148.3611111,183.5625,102.53125,57.55166667,119.7692308,94.11842105,151.025,80.49561404,99.83333333,131.95,99.43583333,117.5625,114.6818182,162.6375,135.0208333,72.37895833,114.2608696,131.2291667,114.7083333,129.15625,83.83333333,134.0625,190.9130435
83.33333333,268.2395833,134.325,80.83375,101.40625,111.0703125,141.0654583,108.875,123.78125,127.6041667,101.3355208,159.71875,174.5208333,121.1041667,86.52607143,112.7083333,107.1666667,130.1458333,84.625,95.95833333,147.7708333,96.09760417,145.15625,135.125,148.6145833,199.78125,92.43125,120.7572464,115.875,143.875,112.90625,106.8333333,143.8541667,163.8125
104,305.4375,163.1071429,93.0878125,133.0416667,118.9998958,98.41758333,128.5694444,145.8541667,159.4375,120.2984375,119.3784722,191.1875,132.2395833,105.909375,129.09375,136.1666667,186.25,91.5,123.7291667,168.9166667,104.2529167,153.4791667,155.1458333,167.1458333,208.1145833,108.44625,132.3888889,122.7916667,150.4166667,134.59375,122.4166667,182.1770833,173.78125
135,358.6458333,163.53125,116.9664583,195.4375,151.7338542,133.2097222,161.1284722,165.8229167,194.3125,121.1991667,148.8368056,225.1701389,150.6041667,122.8753125,141.15625,144.59375,247.1979167,116.8854167,137.4375,173.4791667,117.4710417,176.3645833,158.5520833,186.7395833,240.8125,127.3883333,161.3888889,157.4791667,187,168.1145833,128.875,216.8541667,216.4340278
187.875,521.1666667,213.1354167,136.0775,245.3541667,213.0514583,138.4404386,258.2743056,190.5208333,258.625,163.500625,210.7951389,294.7083333,180.0416667,135.5391667,184.75,171.3680556,320.625,97.66666667,188,222.1354167,157.9833333,191.7256944,216.9791667,238.46875,262.78125,161.401875,185.9722222,232.1875,210.75,218.6666667,144.625,241.6770833,274.6875
199.9166667,577.2875,249.5833333,166.866875,286.2916667,203.7855208,168.6809375,248.875,190.3854167,260.375,154.7684375,230.8020833,302.2083333,201.5520833,159.6907292,196.1770833,212.6477273,353.4895833,125.6666667,207.1354167,212.9166667,194.4744792,191.5208333,235.9166667,268.3229167,297.8125,183.90875,185.9027778,258.3645833,220.9166667,244.40625,162.875,277.3333333,311.9347826
173.0416667,416.0978261,228.65625,189.2147222,243.4782609,198.2478125,175.3015625,206.0659722,169.1979167,305.6354167,196.0286458,199.5104167,316.03125,198.125,132.3433333,154.84375,166.9166667,305.5729167,112.9583333,186.8541667,216.2916667,146.2838542,188.625,213.2083333,255.90625,213.2083333,142.0769792,202.9166667,252.9375,186.4583333,227.8541667,132.2083333,261.6875,299.1041667
305.625,498.1145833,361.6041667,179.1602174,435.5833333,289.5828125,257.4470833,351.3784722,167.6145833,304.7916667,236.9803125,389.3854167,431.8152174,241,183.9432292,270.3125,195.9270833,412.2847222,171.0208333,395.1875,274.34375,250.1253125,309.5,298.25,354.6666667,173.09375,149.2563542,195.8472222,353.8020833,297.4090909,478.5416667,159.1666667,380.7708333,411.2291667
197.0833333,460.9166667,249.34375,104.3870455,277.96875,220.4028125,200.0992708,256.9375,208.6041667,244.5625,196.6938542,310.9236111,312.2395833,203.7083333,169.1272917,208.4166667,183.5,298.0729167,147,237.9791667,215.7916667,192.0311458,227.0208333,243,248.6979167,246.2083333,160.3613542,200.7777778,260.2395833,225.375,259.8020833,166.7826087,308.9756944,303.9791667
153,441.4583333,168.8333333,115.5433333,191.6979167,156.510625,155.3285417,184.3888889,157.4583333,230.4375,122.9909375,195.7048611,233.5555556,144.71875,116.8314583,138.6666667,136.375,262.1701389,101.6041667,157.7708333,153.9791667,133.325,158.8333333,164.25,167.09375,204.71875,123.9416667,162.1631944,158.65625,186.7,160.3333333,114.3854167,196.78125,203.3541667
201.25,340.7604167,200.2395833,148.3335417,271.4479167,191.5820833,170.5523958,246.8888889,156.6875,256.5625,159.6676042,263.280303,286.6354167,178.4270833,149.4561458,162.90625,158.46875,254.3181818,131.8541667,230.3645833,183.1041667,160.211875,189.6979167,196.7604167,218.3125,195.4895833,147.8941667,171.8229167,233.0625,217.1666667,275.4166667,153.125,218.15625,285.6666667
220.0416667,237.90625,244.5,168.1210417,312.5416667,194.7960417,155.4171875,222.5797101,184.0416667,257.1666667,155.885625,269.6413043,243.0978261,166.375,157.3447917,176.8229167,178.8333333,257.59375,127.4791667,289.0108696,187.3125,163.4776042,205.4791667,203.8645833,215.71875,155.9895833,141.3916667,215.3541667,240.59375,216.875,320.625,156.0625,240.53125,270.0416667
208.1363636,459.78125,286.1354167,209.1066667,317.5104167,233.44375,215.4909375,298.6875,229.4270833,277.0486111,206.4896875,287.3263889,322.09375,221.1215278,209.1532292,255.4270833,240.71875,306.5729167,228.40625,303.625,259.3229167,215.1991667,274.53125,287.4375,296.8541667,272.6979167,210.5098958,257.1354167,303.5520833,249.5833333,302.8229167,208.2291667,299.28125,324.2916667
125.9895833,269.0520833,157.5833333,104.7098958,174.2291667,141.6285764,130.7861458,150.2361111,137.5729167,161.1458333,113.2914583,98.45833333,195.2291667,108.1076389,105.7702083,119.2291667,125.8541667,190.15625,104.46875,153.71875,132.9895833,110.6505,140.3125,144.6354167,148.71875,177.6041667,99.07447917,130.7395833,133.9791667,139.0543478,143.3020833,123.03125,189.9583333,186.8958333
145.9270833,238.5208333,183.59375,103.093125,168.03125,174.7558333,132.1946875,132.7536232,142.75,161.4895833,101.9186458,122.2881944,188.46875,104.6458333,114.5148958,123.0208333,139.1666667,214.5870536,100.03125,156.4166667,140.65625,126.4386979,156.2083333,141.8229167,159.5326087,192.375,109.4953125,154.2395833,129.40625,150.7395833,172.6944444,122.34375,209.1145833,200.4895833
127.4270833,236.6666667,162.1666667,117.07,162.0902778,148.4994792,147.839375,147.2743056,147.3958333,174.9895833,115.4278125,128.0871212,214.9270833,109.7708333,116.3007292,132.9791667,139.21875,239.0178571,110.9791667,158.2083333,160.8645833,120.151875,145.9583333,150.0416667,184.75,225.78125,120.9775,147.0625,143.21875,149.6770833,168.3636364,124.1666667,176.03125,185.5625
181.5833333,291.0416667,202.6041667,148.005625,228.3854167,184.1813542,194.9909375,194.3854167,194.71875,246.125,155.8315625,175.40625,257.25,160.4375,157.4492708,186.28125,182.90625,282.75,158.3333333,223.5,204.78125,145.6916667,206.03125,207.3020833,205.2291667,285.5520833,160.2105208,195.34375,189.3645833,221.4761905,195.6458333,160.25,245,223.7916667
273.875,481.53125,355.6979167,241.6171875,375.4166667,290.2588636,296.639375,316.71875,284.6041667,423.7708333,269.1327083,340.2638889,409,260.2916667,230.9119792,298.5833333,265.78125,336.9895833,195.3958333,343,325.78125,258.6688542,381.3333333,396.6041667,332.5104167,331.34375,245.9542708,303.6875,368.2395833,316.5381944,336.9270833,231.625,399.6041667,396.4166667
363.1363636,545.3541667,456.1875,327.8180208,464.5625,352.1198214,335.7631884,417.4097222,328.4166667,467.6875,370.6620833,162.9953704,516.5243056,321.8541667,283.310625,363.4791667,320.8645833,413.5833333,211.6818182,489.4166667,406.21875,352.1871875,446.2395833,429.1666667,493.96875,381.6770833,293.5579167,363.5833333,482.25,406.6979167,368.0104167,293.2083333,483.7916667,515.4565217
324.9166667,520.8125,387.5833333,307.065625,310.6875,350.5455208,324.3305208,344.7777778,339.3020833,371.6979167,302.6019792,312.1909722,481.3229167,297.6666667,261.141875,338.71875,298.6875,361.09375,178.6770833,344.4895833,362.5729167,292.8642708,411.03125,383.1041667,380.28125,391.3068182,282.80375,352.6979167,399.0833333,358.3645833,353.8333333,261.25,407.0520833,491.775
243.9565217,396.15625,359.5520833,251.4845833,371.0104167,283.6311458,296.1202083,355.96875,280.7708333,406.4375,297.9570833,382.1979167,394.9270833,256.0729167,237.6858333,317.5,240.3020833,406.84375,175.8020833,376.7291667,347.2916667,269.6097917,404.6458333,370.3958333,379.3229167,252.75,212.9619792,287.125,388.03125,303.65625,345.9479167,225.4583333,356.65625,442.5131579
251.8333333,359.7916667,290.2291667,223.3863542,392.21875,282.2004167,211.2285417,342.7534722,268.5416667,294.8333333,205.6535417,413.0486111,404.5416667,240.7118056,241.4965625,288.9583333,243.96875,319.2916667,196.7291667,394.6145833,300.75,233.8763542,329.3333333,287.4270833,295.4479167,227.2647059,198.611875,256.3125,334.6666667,290.1875,411.2395833,210.875,342.1666667,387.2916667
222.2137681,276.40625,258.8020833,200.6407292,292.2083333,219.0182292,207.58875,257.8949275,211.6875,267.6875,191.094375,375.2934783,342.6979167,205.375,170.1430392,239.71875,219.875,275.75,177.8541667,307.6875,242.9895833,212.8970833,262.3645833,256.5208333,267.6875,310.7727273,205.8361458,242.7083333,250.3020833,259.2291667,299.25,192.7083333,281.1458333,316.9791667
193.5243056,321.0833333,282.7916667,204.5161458,213.1770833,227.9926042,234.894375,225.6376812,238.65625,287.09375,166.705,454.3541667,345.8229167,196.3229167,70.21321429,244.5520833,222.15625,285.0520833,153.1458333,240.9479167,268.2291667,221.9875,283.5,286.6770833,264.0416667,328.6730769,184.0315,254.9583333,253.59375,273.75,226.9375,178.8333333,320.5520833,323.0208333
139.2083333,239.5833333,176.75,103.6320833,203.3958333,161.7341667,243.2175,206.6736111,170.8854167,228.5,120.1783333,196.9583333,248.9583333,136.4375,121.0788889,175.1354167,154.1041667,281.6979167,140.1666667,190.2083333,165.125,131.3875,203.2708333,188.90625,191.75,256.0208333,120.8780729,193.1354167,171.2083333,194.6041667,180.8125,147.0416667,213.1666667,223.78125
159.2395833,242.78125,199.1770833,150.229375,208.8854167,192.5639583,163.3734615,199.3804348,184.9895833,258.6979167,159.1838542,213.2840909,278.4130435,141.9479167,143.4259375,187.6666667,169.5,274.6666667,120.4479167,200.9166667,182.3333333,117.4366071,213.6458333,221.0555556,189.2395833,249.9895833,159.639375,186.1666667,196.4583333,203.2272727,192.28125,139.2083333,226.1354167,241.5729167
185.7708333,340.65625,341.5208333,188.6853125,331.25,206.1218056,242.549375,258.0590278,210.6875,376.15625,209.4802083,231.6666667,312.8854167,176.8645833,187.0240625,245.21875,217.7412281,350.9895833,162.3645833,279.5208333,239.6979167,203.324375,275.5,296.8854167,276.9270833,265.8645833,204.3319792,257.6666667,295.8020833,259.25,270.9583333,166.4791667,272.2395833,332.6770833
202.5625,426.4895833,331.8020833,252.3815625,350.7395833,204.5885069,271.9275,278.03125,271.7083333,357.3854167,255.5464583,279.2222222,340.71875,211.3125,211.2516667,310.9270833,243.2395833,391.7708333,226.4479167,327.1666667,302.90625,222.1505208,371.3645833,306.4895833,309.6458333,285.3333333,218.2748958,251.90625,305.75,264.7916667,333.1041667,202.0868056,303.8854167,331.96875
222.21875,364.7604167,262.625,208.96,274.3020833,203.0552083,240.8597917,248.9927536,197.9270833,300.6979167,222.6495833,232.5138889,330.7608696,182.8854167,200.3435417,243.7916667,207.9479167,318.1145833,187.0416667,328.6354167,231.3229167,203.170625,279.1770833,277.0416667,261.0729167,277.53125,187.7333333,260.3125,261.7291667,253.4583333,281.6354167,176.9375,314.59375,315.0729167
196,291.90625,242.375,166.376875,303.4270833,229.7173958,220.0930682,248.1333333,180.625,269.7291667,197.0288542,196.7986111,278.5729167,157.3645833,203.7894792,203.3854167,173.1630435,330.4166667,165.0208333,310.5833333,203.4270833,171.0988542,269.21875,237.4791667,240.3229167,243.6770833,167.3269792,205.9479167,251.4375,224.0909091,258.7604167,166.3958333,242.0451389,290.9895833
157.5416667,315.7604167,237.1875,183.2062153,248.8854167,160.2585417,223.2061458,196.1701389,200.7083333,322.7916667,192.5810417,181.9097222,241.8020833,161.8958333,150.123125,209.9270833,164.3035714,290.40625,161.0729167,264.7395833,215.28125,155.3577083,265.1770833,281.6770833,261.8541667,247.7604167,163.1691667,239.9479167,224.0243056,226.03125,202.9895833,177.2708333,250.0104167,296.8958333
195.2083333,302.1041667,218.2083333,165.5814583,207.71875,185.0379167,158.1840217,194.5173611,199.3958333,265.5,182.7919318,189.4340278,286.6770833,165.0625,160.9761458,204.7916667,175.84375,258.0833333,154.46875,217.1354167,203.53125,171.4738542,222.6770833,239.21875,197.3645833,284.0520833,169.8346875,215.6770833,220.6195652,229.1956522,161,172.5520833,239.1354167,284.3645833
118.625,206.8854167,139.3958333,115.88625,171.2604167,139.3017708,135.8183333,145.2152778,137.9479167,176.7604167,125.5738542,126.5729167,206.6979167,106.625,106.6303125,127.1458333,127.5520833,212.8804348,129.4895833,151.4895833,134.125,110.0789583,166.9791667,171.8043478,143.125,206.78125,115.2720833,148.4270833,138.1979167,158.34375,130.8166667,126,163.7916667,193.9479167
126.625,270.28125,140.8134921,94.27268939,158.40625,137.7978125,136.6670833,145.0729167,124.46875,178.1145833,107.1259375,119.6006944,203.6521739,118.0416667,102.1414583,126.0208333,128.3888889,188.9673913,127.03125,153.3333333,125.6145833,107.4815625,163.1770833,176,149.5208333,205.9791667,106.6425,137.75,142.8854167,140.3888889,144.0520833,111.5729167,168.0520833,197.4479167
105.3854167,229.5520833,133.7708333,82.81354167,178.1875,140.7541667,116.2107292,127.7534722,114.6770833,144.0625,97.85416667,110.4166667,193.0520833,100.875,90.08760417,109.9965278,116.7013889,191.2916667,87.95833333,176.125,115.7083333,99.20291667,129.8125,150,130.21875,173.2916667,96.52885417,122.03125,130.7291667,123.2083333,140.6979167,104.34375,162.3854167,165.75
129.21875,232.5909091,159.3645833,100.9996875,201.3541667,121.6494643,141.8,149.6145833,121.3541667,131.3333333,119.1667708,116.3715278,216.5173611,102.4895833,94.0153125,117.875,121.8645833,265.8958333,118.0104167,171.8125,127.5833333,110.1403125,151.8020833,167.8472222,148.28125,177.2395833,103.7673958,145.6979167,147.2604167,154.1956522,135.03125,122.90625,157.78125,181.3333333
163.25,289.15625,185.4270833,125.361875,227.6666667,167.7832292,180.7339583,181.3125,143.4895833,104.3552632,174.4897917,165.2608696,251.8298611,124.3020833,117.8851042,161.3229167,142.0520833,240.3125,118.5208333,192.03125,160.5729167,143.4925,195.5416667,207.75,174.1875,177.4166667,122.4071875,198.7708333,208.3958333,186.1041667,222.6875,119.625,176.28125,229.3125
162.84375,358.2916667,203.375,147.7696875,213.6979167,174.6836458,218.0180208,181.4479167,192.5416667,78.3125,177.7671875,194.3680556,257.84375,132.96875,127.7260417,164.0416667,168.4895833,193.59375,128.0416667,205.8854167,185.3854167,168.5802083,229.6458333,237.7395833,188.2083333,186.1145833,155.8617708,194.0729167,212.1458333,206.1388889,211.6785714,140.5,258.84375,204.6041667
106.9210526,178.3020833,119.71875,84.78208333,151.4895833,111.6351042,94.00631579,114.4895833,98.76041667,70.92045455,90.469375,115.0347222,163.1979167,89.88541667,95.95041667,128.1136364,126.3541667,147.03125,95.73958333,140.21875,116.84375,100.5023958,142.2083333,138.4791667,121.84375,143.53125,94.26635417,156.9375,116.9583333,142.4270833,180.8333333,111,118.8645833,141.1304348
204.1354167,271.7604167,198.8854167,142.1284615,245.6979167,160.9251042,141.1010714,242.7210145,164.8645833,181.2941176,139.214375,163.5034722,261.2083333,130.4444444,125.1147917,175.0416667,163.4479167,292.7083333,132.21875,212.3020833,168.4583333,147.8553125,203.71875,212.1770833,201.75,208.6597222,144.9246875,172.84375,239.8125,188.9895833,165.2916667,134.0416667,192.3854167,259.5
212.0520833,320.3854167,221.3645833,123.0011538,279.4791667,164.7431579,205.2373958,242.0173611,164.6458333,253.5451389,169.7998958,152.7569444,290.4275362,223,131.7072917,192.78125,151.4583333,296.4895833,136.2083333,268.0416667,204.8229167,139.4365476,235.4456522,219.4479167,203.1666667,197.625,141.0820833,203.78125,253.9375,199.3333333,149.75,136.3333333,216.4201389,265.875
185.4772727,394.1145833,201.2916667,177.749375,332.6875,208.2788542,262.51125,218.34375,195.2916667,261.21875,208.4504167,201.2118056,272.6666667,168.53125,150.3329167,229.5729167,160.90625,304.3229167,149.25,314.375,257.2083333,154.4371875,295.5625,261.6979167,245.8333333,201.09375,133.8640625,195.3229167,243.90625,209.8125,261.1041667,156.9583333,262.1666667,289.75
241.6041667,381.8020833,219.7708333,193.7927083,341.8958333,226.1958333,226.89875,284.6111111,188.125,257.7916667,209.2313542,188.9965278,309.7395833,161.7604167,159.03875,208.2083333,183.46875,410.84375,200.375,300.3333333,208.9270833,171.3400758,266.2291667,246.7708333,216.96875,228.9375,172.4560417,217.5520833,301.5729167,233.84375,241.3125,185.0416667,285.0625,306.7916667
245.53125,334.09375,227.9895833,177.5204167,300.1041667,200.3685417,251.1873958,247.9618056,165.8958333,250.8541667,169.3570833,205.7291667,281.65625,146.9375,146.0366667,188.5520833,176.5520833,328.8020833,187.1666667,272.5416667,181.6666667,135.3157018,216.15625,228.5625,207.6041667,217.1770833,152.0625,206.6458333,249.8020833,212.0625,250.0520833,148.4583333,247.5,281.1041667
242.8229167,481.2604167,243.15625,177.9691667,390.6666667,202.0626042,319.9435417,254.1111111,191.9791667,288.5520833,230.8472917,212.1979167,309.0104167,150.6354167,137.7053125,198.59375,175.0208333,409.59375,150.9583333,342.7951389,206.0416667,184.2523077,299.4479167,257.5104167,221.192029,201.2083333,149.8,216.1354167,265.6666667,214.9791667,239.8229167,140.3333333,312.6666667,288.1354167
237.7395833,321.8645833,236.0625,174.7660417,287.7065217,201.3025,295.3454167,251.3715278,204.5,226.2916667,164.9617708,184.0643939,278.40625,177.5520833,181.8745833,224.5104167,200.71875,252.1458333,183.0833333,295.0833333,230.7083333,186.5811458,273.3541667,259.2173913,233.8020833,237.125,167.0792708,216,236.90625,257.0729167,287.53125,192.7291667,267.2465278,317.0625
209.6666667,274.0416667,196.8229167,166.1017708,284.2857143,174.1022917,333.4589583,198.5833333,201.4166667,219.9270833,159.6613542,200.7971014,254.3854167,168.65625,182.6079167,235.34375,198.3958333,274.09375,185.71875,229.5833333,227.4270833,170.0560417,283.2916667,241.1770833,214.1354167,233.4270833,181.7245833,225.1630435,239.5217391,255.9528986,256.9895833,193.3958333,233.9583333,258.9131944
93.125,127.71875,111.9895833,113.9939583,133.03125,93.62729167,80.10979167,122.2028986,116.6770833,123.9930556,100.3703125,137.5,134.4565217,90.23958333,100.6569792,117.1770833,122.3020833,129.53125,108.8854167,136.5833333,113.8125,99.7559375,149.6458333,114.46875,138.4270833,122.5833333,102.59375,128.4791667,157.5625,135.7934783,138.3125,105.5909091,119.71875,148.4791667
128.65,258.7708333,149.6041667,92.4976087,154.1666667,126.1528125,104.4415625,156.9464286,105.9791667,129.96875,134.1811458,189.7222222,186.3229167,107.9270833,105.0932292,155.15625,134.9791667,155.4166667,86.26041667,152.6215278,164.1666667,131.5616667,156.0729167,171.84375,187.2395833,185.1458333,102.7627083,129.2395833,181.3020833,139.2892157,174.5625,105.125,188.5208333,212.78125
136.6770833,264.5833333,150.6354167,70.3440625,159.21875,147.0411458,96.05474638,127.739881,75.92391304,104.9166667,89.1328125,119.9722222,259.8461538,88.58333333,72.81958333,109.6071429,103.875,164.2222222,67.98958333,162.1458333,102.0416667,127.2541667,145.3194444,152.1354167,141.7291667,132.4583333,65.21238095,84.04166667,170.7708333,112.4891304,173.6770833,71.5,198.46875,218.5
48.61458333,159.7743056,72.39583333,67.07,78.89583333,57.92739583,66.3628125,98.53333333,95.73863636,77.38541667,69.08072917,72.80902778,99.38461538,55.86956522,58.1203125,71.22826087,83,74.73611111,57.60416667,99.79166667,93.77083333,53.47236111,99.94791667,89.53125,98.34782609,102.6770833,63.92395833,87.07291667,71.03125,102.2708333,66.10416667,67.95833333,99.08333333,92.82291667
