V1,V2,V3,V4,V5,V6,V8,V9,V10,V11,V12,V14,V15,V16,V18,V19,V20,V21,V22,V23,V24,V25,V27,V28,V29,V30,V31,V32,V33,V35,V36,V37,V38,V39
108.98,66.94,97.71,70.59,157.55,128.3854466,84.77,119.41,92.8,129.2,82.03,63.06,113.96,92.04,82.27,80.51,90.94,129.48,100.228,167.76,83.288,75.02,92.25,60.6,97.97,73.73,81.72,95.61,125.18,94.45,97.98,81.42,90.51,98.54
89.11,79.71,80.17,66.01,114.17,128.5641142,83.15,101.43,76.06,86.6,67.04,58.2,105.46,78.65,69.28,70.34,78.21,98.66,99.82,157.0875,86.634,74.21,75.69,53.51,76.53,67.21,62.14,77.98,102.62,74.59,82.51,60.6,75.8,77.08
97.69,83.09181818,78.1,58.29,119.42,128.7427818,84.18,101.36,69.27,90.84,69.39,59.53,107.46,75.5,61.66,62.9,73.58,122.47,99.32,146.415,89.98,75.94,72.21,59.86,84.88,60.3,64.45,77.67,111.61,73.57,75.68,50.02,73.15,78.25
135.06,86.47363636,109.96,84.96,153.68,128.9214495,117.54,133.17,100.89,173.18,107.35,80.86,140.62,105.37,93.6,95.52,96.58,155.62,153.06,135.7425,143.84,89.14,109.94,79.78,118.22,98.67,85.29,123.3,151.67,106.12,99.11,80.88,102.37,114.75
137.6,89.85545455,112.16,88.75,150.71,129.1001171,126.13,127.29,110.2,112.29,96.05,99.8,144.8,108.21,105.62,92.74,108.76,153.29,132.16,125.07,123.17,114.77,117.25,100.89,110.2,100.72,85.93,106.69,133.75,104.29,129.48,80.56,140.46,115.75
105.98,93.23727273,78.63,63.57,142.29,129.2787848,86.79,118.86,85.9,102.93,76.17,66.55,124.2,90.79,91.87,75.15,84.85,139.35,141.42,124.81,91.9,79.37,87.23,71.04,94.81,102.77,87.07777778,87.66,127.28,92.31,84.05,64.6,83.03,85.5
166.4,96.61909091,117.49,107.43,197.48,129.4574524,126.03,164.08,132.86,179.61,133.54,100.64,161.21,131.36,118.96,110.44,125.66,190.35,179.42,135.1757143,128.94,104.37,153.88,98.64,145.22,104.82,88.22555556,162.26,185.39,137.71,124.81,94.58,108.26,132.58
222.09,100.0009091,121.19,113.79,232.78,129.6361201,157.2,177.69,115.64,210.92,135.23,87.48,168.29,129.78,136.93,115.2,109.98,220.02,228.31,145.5414286,130.47,118.1,136.66,98.88,132.07,106.87,89.37333333,116.23,220.83,127.96,141.23,102.73,124.09,152.77
257.15,103.3827273,173.71,153.17,275.04,129.8147877,201.14,195.52,193.88,196.75,168.9,122.3,223,190.72,167.44,166.57,168.58,211.47,209.85,155.9071429,197.04,166.26,197,148.75,186,142.12,90.52111111,195.74,247.83,180.37,153.78,140.29,196.96,188.67
228.91,106.7645455,190.05,135.46,251.76,129.9934553,181.84,234.72,184.31,193.69,149.09,109.68,243.21,174.57,149.66,152.93,180.89,240.68,189.98,166.2728571,171.24,260.64,182.12,161.69,160.272,94.36,91.66888889,163.1,240.39,170.38,166.33,131.65,227.61,200.33
106.84,110.1463636,85.88,63.28,129.08,130.172123,83.51,109.72,79.72,85.36,70.49,62.3,98.29,83.84,86.27,76.79,85.37,110.73,101.88,176.6385714,79.77,257.5834783,85.71,73.77,134.544,46.6,92.81666667,67.81,110.47,78.68,104.12,64.19,97.48,87.96
118.07,113.5281818,85.74,80.12,138.29,130.3507906,155.92,115.79,94.77,107.79,83.24,104.17,98.62,109.44,109.4,92.38,93.27,99.45,106.73,187.0042857,96.44,254.5269565,115.98,79.68,108.816,84.6,93.96444444,68.01,118.99,94.6,103.93,79.33,101.33,93.23
97.3,116.91,52.72,54.87,126.92,130.5294583,89.29,82.35,61.39,83.61,64.35,149.3,87.77,59.1,104.85,52.15,59.26,82.34,111.29,197.37,85.02,251.4704348,64.79,47.64,83.088,59.54,95.11222222,87.22,104.34,56.24,69.09,51.12,96.45,73.21
159.54,125.31,98.66,68.01,192.12,130.7081259,106.45,140.15,80.72,121.71,83.95,133.9,132.78,84.35,64.02,79.46,96.52,165.52,187.16,181.29,102.28,248.413913,101.42,78.88,57.36,34.48,96.26,96.82,149.49,84.5,34.25,61.48,136.83,129.08
121.05,98.41,73.81,65.81,148.54,130.8867936,90.89,106.79,70.77,83.76,70.32,144.19,108.96,78.29,75.41,65.39,72.19,127.2,155.15,146.58,80.85,245.3573913,84.9,59.59,86.06,62.62,97.40777778,73.1,117.69,76.62,79.465,52.75,88.26,83.79
190.56,138.96,115.1,90.77,206,131.0654612,132.51,158.05,99.15,161.7,115.51,148.97,167.29,102.68,95.12,89.2,101.5,156.67,190.18,173.83,114.53,242.3008696,107.98,89.91,185.04,63.36,98.55555556,148.27,175.62,102.05,124.68,75.35,106.24,135.77
176.27,116.9,107.77,89.23,197.45,131.2441288,121.41,159.99,103.72,133.44,92.35,154.3,147.67,104.75,91.06,104.29,97.29,152.6,155.68,183.83,115.2,239.2443478,115.96,88.15,202.57,88.29,99.70333333,137.2233333,172.54,102.32,131.48,79.98,111.5,138.52
199.25,128.29,105.42,103,220.31,131.4227965,118.44,154.37,119.66,130.42,110.95,194.07,146.96,115.17,102.93,116.09,109.26,152,198.32,228.4,122.67,236.1878261,124.1,90.09,180.81,233.46,100.8511111,126.1766667,160.66,128.69,128.12,81.77,119.67,119.6
124.81,110.27,72.69,49.58,126,131.6014641,79.65,90.54,76.07,92.21,57.11,160.54,90.46,74.05,69.97,67.64,73.28,95.03,84.16,126.27,87.78,233.1313043,84.93,55.64,135.09,108.6,101.9988889,115.13,114.33,74.39,86.12,50.65,98.7,88.9
156.26,92.25,101.58,87.8,182.09,131.7801318,106.06,128.32,111.38,92.79,79.9,93.11,117.41,114.01,90.07,103.83,109.55,94.42,126.15,167.23,105.14,230.0747826,116.77,88.2,124.3,104.262,103.1466667,88.56,129.33,101.77,137.58,73.96,161.94,113.23
68.38,74.23,39.67,43.72,87.22,131.9587994,45.92,57.36,44.75,51.79,40.45,259.1,59.38,51.12,68.91,42.91,48.88,39.06,40.67,83.83,47.19,227.0182609,47.23,40.11,52.25,99.924,104.2944444,39.21,66.94,48.53,59.01,37.46,62.9,55
114.18,79.82,69.15,62.28,120.21,132.1374671,80.23,92.18,65.32,79.9,64.4,102.67,96.08,72.08,77.2,64.88,55.38,69.84,73.01,127.52,93.55,223.9617391,75.31,79.28,101.75,95.586,105.4422222,73.41,101.78,69.71,91.56,59.81,90.51,81.27
153.85,119.5,88.79,90.45,166.8,132.3161347,115.36,118.85,106.76,120.69,93.5,104.57,116.56,107.49,105.25,98.88,101.34,100.62,105.35,164.79,116.6,220.9052174,117.54,100.94,140.52,91.248,106.59,90.52,136.33,98.8,116.75,76.9,107.44,108.25
129.74,85.74,94.31,103.16,156.05,132.4948023,108.46,120.92,113.52,125.69,106.02,124.75,118.67,117.29,115.5,105.96,114.01,131.4,137.69,148,111.67,217.8486957,117.85,119.18,114.66,86.91,107.7377778,87.8,134.05,111.93,113.12,94.06,109.02,113.21
169.89,89.34133333,124.73,121.44,211.62,132.67347,123.04,188.47,126.62,147.67,128.6,141.77,163.96,134.29,125.51,115.38,135.61,156.75,149.92,196.16,121.71,214.7921739,127.48,132.5,137.96,95.5,108.8855556,100.57,179.03,128.81,153.08,103.62,135.9,142.76
126.71,92.94266667,90.42,83.38,156.35,132.8521376,92.52,119.42,101.72,114.4,87.98,159.29,113.42,114.95,97.57,86.01,105.26,108.9,92.7,133.97,94.09,211.7356522,105.58,104.46,80.72,98.984,110.0333333,78.09,125.28,104.56,112.46,88.15,102.1,113.15
104.78,96.544,63.29,68.04,109.47,133.0308053,67.97,92.53,71.26,69.36,68.28,203.05,86.71,78.09,66.36,59.71,72.77,84.79,74.06,96.42,67.89,208.6791304,78.33,69,88.564,102.468,111.1811111,61.59,92.78,78.47,85.12,61.08,92.9,81.44
76.29,100.1453333,56.43,51.7,82.36,133.2094729,61.47,55.64,45.62,67.6,84.48875,225.61,61.28,49.39,105.4,47.77,52.72,59.19,52.99,91.17,66.25,205.6226087,55.79,59.68,96.408,105.952,112.3288889,51.55,70.56,51.21,58.04,33.07,87.89,55.42
125.48,103.7466667,89.5,90.58,149.1,133.3881406,106.03,127.15,93.84,129.99,100.6975,276.43,128.42,99.52,89.29,89.12,97.23,135.21,146.9,178.67,100.48,202.566087,99.62,105.93,104.252,109.436,113.4766667,77.53,132.11,87.76,116.79,66.225,127.25,101.25
184.15,107.348,142.94,134.15,250.19,133.5668082,145.27,203.54,155.06,180.48,116.90625,297.43,174,169.91,129.88,130.79,158.63,197.69,163.83,234.67,158.26,199.5095652,153.75,147.53,112.096,112.92,114.6244444,121.66,221.75,138.72,170.71,99.38,155.52,168.86
81.73,110.9493333,67.8,77.15,113.12,133.7454758,87.77,85.06,80.88,97.31,133.115,207.2,146.29,79.54,108.28,65.08,62.93,81.5,86.59,116.12,85.27,196.4530435,83,75.19,119.94,135.25,115.7722222,61.18,96.14,78.16,86.12,52.77,115.38,81.92
153.38,114.5506667,87.87,92.21,180.8,133.9241435,98.78,134.11,130.84,131.27,149.32375,421.17,120.57,101.48,107.49,91.93,135.73,124.83,126.72,182.9,98.93,193.3965217,110.33,97.26,181.03,98.84,116.92,75.83,129.16,110.91,117.75,77.09,106.03,107.81
138.12,118.152,100.72,106.94,165.38,134.1028111,119.9,131.16,124.28,146.23,165.5325,402.0466667,132.33,127.85,57.2,110.19,125.62,126.42,121.92,167.5,122.71,190.34,135.5,109.48,121.6,96.25,118.0677778,84.14,142.58,144.54,133.08,94.94,116.01,120.2
106.48,121.7533333,94.56,89.13,141.79,134.2814788,102.94,102.01,105.97,113.42,181.74125,382.9233333,97.22,116.75,59.29928571,103.62,84.39,113.89,113.8,129.91,109.35,120.14,108.44,105.22,98.59,92.625,119.2155556,77.83,119,114.74,93.48,100.12,117.54,85.98
110.85,125.3546667,72.55,100.02,130.38,134.4601464,82.54,102.77,83.38,101.73,197.95,363.8,103.3,88.93,61.39857143,79.83,91.1,97.81,86.24,129.92,81.02,97.47,92.5,70.74,95.34,89,120.3633333,68.93,107.44,92.89,96.67,71.9,91.7,92.43
104.83,128.956,77.14,92.43,134.75,134.6388141,79.18,118.33,84.92,100.63,84.35,352.418,112.14,83.22,63.49785714,76.83,94.56,100.38,97.83,150.79,82.82,97.62,84.1,74.7,92.58,111.77,121.5111111,64.6,114.75,95.72,103.17,66.94,93.27,96.88
196.6,132.5573333,129.12,140.63,232.12,134.8174817,133.1,212.61,132.95,161.97,130.49,341.036,196.44,143.35,65.59714286,135.67,151.31,183.44,181.36,246.79,135.09,158.82,148.71,109.88,177.77,134.54,122.6588889,108.9,189.59,136.65,170.33,113.02,158.05,162.85
151.79,136.1586667,106.13,130.84,177.67,134.9961493,126.76,173.31,105.44,116.05,108.33,329.654,144.98,113.3,67.69642857,107.28,113.1,127.01,105.54,229.71,103.94,126.14,128.77,82.14,151.74,89.17,123.8066667,85.14,130.82,113.33,130.79,80.88,122,116.96
109.15,139.76,81.29,98.55,143.79,135.174817,109.41,130.71,97.98,111.35,99.75,318.272,139.05,108.52,69.79571429,89.44,86.99,125.54,135.58,160.67,111.78,108.85,103.73,70.99,114.52,119.77,124.9544444,83.15,133.96,94.34,106.42,78.3,107.19,105.75
146.15,129.4,88.26,121.91,226.1,135.3534846,167.02,198.59,132.33,148.47,118.95,306.89,182,141.66,71.895,115.41,118.47,192.15,202.67,207.24,129.18,130.27,132.29,96.41,284.43,140.1,126.1022222,106.19,191.02,124.24,154.51,94.88,139.98,133.8
221.96,165.23,127.65,164.26,261.07,135.5321523,196.77,258.57,154.71,207.23,163.65,295.508,228.73,160.08,73.99428571,149.26,155.43,246.1,181.42,254.12,150.69,164.59,164.98,108.66,369.25,143.02,127.25,135.29,238.42,158.76,184.01,111.42,163.23,181.23
213.9,145.68,138.3,154.91,237.56,135.7108199,211.42,291.62,164.98,203.32,150.68,284.126,262.57,159.4,76.09357143,145.03,150.83,274.35,195.67,264.16,164.46,175.46,174.1,114.03,303.11,165.9,128.3977778,153.7,258.5,171.63,215.24,116.27,189.44,194.69
234.38,142.37,157.8,182.55,288.67,135.8894876,232.57,287.39,163.24,247.93,197.42,272.744,233.52,171.99,78.19285714,155.41,210.91,333.44,281.04,331.24,166.59,192.32,213.81,128.15,375.49,164.07,129.5455556,144.68,259.04,168.97,215.47,134.15,200.92,215.61
166.27,86.47,111.23,149.86,225.91,136.0681552,174.65,210.41,138.32,185.64,146.12,261.362,189.88,140.19,80.29214286,115.93,120.56,245.81,276.52,221.95,129.84,133.39,123.15,110.24,167.71,139.08,130.6933333,107.46,203.33,139.41,157.42,108.21,147.58,151.6
178.56,88,116.6,152.95,232.96,136.2468228,193.71,224.27,151.16,194.89,136.04,249.98,208.71,148.14,82.39142857,120.65,77.22,269.33,214.99,225.19,132.67,129.99,153.61,143.41,203.93,138.14,131.8411111,120.17,211.68,141.85,168.85,109.42,164.1,156.55
281.03,177.3,184.92,183.33,291.71,136.4254905,239.25,302.75,162.11,208.96,168.01,238.598,288.6,180.02,84.49071429,161.13,118.92,302.9,166.71,316.14,175.23,202.53,190.1,190.18,329.05,164.04,132.9888889,140.96,291.29,151.77,258.39,114.65,208.62,249.66
271.04,152.94,149.93,151.51,278.51,136.6041581,262.83,290.88,184.15,201.6,161.28,227.216,259.87,194.18,86.59,169.67,103.12,267.67,206.09,304.42,184.84,198.07,202.62,202.7,276.65,169.17,134.1366667,142.41,233.19,172.84,240.47,136.67,209.88,212.14
200.67,140.51,131.45,158.3866667,233.38,136.7828258,206.64,237.13,154.85,181.17,154.79,215.834,226.46,169.67,139.73,154.75,100.5,234.57,172.8,247.04,152.54,183.58,162.08,179.49,195.1,159.92,135.2844444,112.62,180.17,156.01,210.02,112.65,199.58,167.9
170.58,105.12,129.25,165.2633333,211.58,136.9614934,184.15,243.46,140.67,196.3,150.36,204.452,198,161.27,122.94,128.65,95.27,255.32,195.95,208.67,150.29,137.92,148.46,147.07,212.64,143.04,136.4322222,119.17,212.19,134.06,168.3,118.87,139.06,158.15
234.48,128.55,143.64,172.14,268.31,137.1401611,213.97,281.71,181.82,264.04,173.45,193.07,235.08,182.09,151.11,152.41,115.17,281.43,219.2,268.54,160.55,147.14,188.92,167.27,225.4,152.98,137.58,143,238.02,162.07,189.48,126.79,141.38,202.67
188.08,102.84,138.27,150.26,218.87,137.3188287,181.06,214.29,156.67,184.32,139.59,143.01,171.54,164.98,149.81,144.85,85.14,202.45,162.81,221.19,147.88,148.8,168.31,158.28,160.85,148.22,156.88,111.41,194.59,159.48,187.16,121.88,134.03,166.95
229.29,166.09,179.99,207.62,275.6,137.4974963,250.51,245.77,257.67,248.08,225.49,194.41,240.13,268.28,221.57,214.32,114.64,240,242.44,276.15,228.27,202.23,258.02,224.18,212.09,184.1,231.98,164.19,258.89,252.8,246.71,157.06,225.25,230.88
67.4,56.29,45.16,54.21,78.58,137.676164,74.44,73.06,53.42,76.17,70.84,112.26,175.7533333,63.52,59.95,57.27,108.71,72.6,57.29,94.82,61.73,82.34,67.23,61.7,67.45,47.97,61.7,53.23,81.5,70.6,74.11,45.35,92.93,67.02
57.69,38.78,34.93,43.18,71.65,137.8548316,56.82,59.94,42.17,81.55,44.43,89.35,111.3766667,50.76,51.54,48.8,41.17,63.98,42.6,61.95,48.75,68.51,58.17,41.56,51.67,43.25,49.48,45.43,66.58,65.28,60.03,36.6,69.77,58.84
39.18,39.75,29.35,41.99,69.63,138.0334993,44.15,47.32,30.64,41.03,46.85,81.87,47,34.31,40.12,33.61,29.34,36.81,33.85,52.82,34.2,63.34,36.92,30.04,41.5,29.79,36.37,32.31,52.25,34.87,43.71,28.38,57.92,45.07
55.36,83.59,58.65,76.8,129.79,138.2121669,105.15,95.99,77.27,119.29,83.98,102.71,82.5,77.1,114.91,78.1,57.17,89.77,73.36,115.22,91.36,79.94,93.56,64.76,105.54,62.47,73.59,81.46,101.1,100.12,80.9,60.1,96.14,59.35
85.8,90.56,84.7,94.95,120.83,138.3908346,115.24,115.85,88.73,140.29,91.56,122.7,92.37333333,91.58,82.56,86.95,51.1,110.44,81.39,125.07,92.44,101.88,109.9,71.85,103.08,78.83,85.16,79.71,120.93,108.9,106.72,65.42,103.76,105.6
113.04,106.61,106.46,103.47,141.02,138.5695022,142.63,119.08,112.33,163.48,105.06,140.3,102.2466667,111.59,103.74,105.27,65.47,142.96,82.43,146.96,112,110.56,119.88,90.02,138.93,95.01,104.77,92.2,134.17,131.45,121.76,71.67,118.04,121.04
143.27,127.92,118.41,107.9,204.27,138.7481698,158.5,164.94,125.3,226.7,124.93,173.23,112.12,125.44,161.44,111.21,94.24,198.17,131.38,175.92,121.06,136.44,144.5,107.88,158.51,114.62,129.31,99.19,188.7,121.92,149.1,86.9,161.62,165.09
101.94,76.52,83.96,64.1,111.72,138.9268375,93.37,106.54,79.12,117.99,73.51,134.33,117.98,75,73.24,79.88,62.03,112.62,65.95,116.46,87.01,97.68,98.71,66.21,86.67,63.88,71.86,59.04,109.19,81.42,104.39,46.38,95.08,100.4
104.29,60.1,77.69,71.9,126.18,139.1055051,79.68,92.3,65.2,125.2,74.55,136.45,101,70.51,68.96,61.79,73.56,96.06,70.7,125.32,64.68,84.55,76.35,50.59,70.39,53.83,63.47,58.01,103.29,94.43,94.95,48.23,84.58,92.1
91.17,75.23,77.9,87.38,120.17,139.2841728,101.44,89.36,80.49,104.84,89.84,150.16,100.9,82.02,76.28,79.35,102.68,84.92,68.43,134.54,90.09,90.37,96.58,62.78,84.39,66.48,83.84,73.54,95.58,83.95,95.33,67.68,104.67,83.65
94.75,93.49,94.11,92.78,147.68,139.4628404,126.71,148.7,93.17,137.6,94.52,153.08,127.19,92.68,89.34,88.48,66.6,128.06,89.65,143.49,94.56,110.51,114.9,70.54,112.16,76.66,100.66,88.43,125.42,102.29,108.51,59.21,128.06,107.65
135.69,113.24,115.95,134.71,199.93,139.6415081,180.1,187.31,143.46,222.2,134.12,240.63,160.42,135.28,172.06,123.9,81.4,199.25,136.26,205.32,138.5,124.29,184.69,91.38,184.75,110.94,150.74,121.08,161.53,142.19,147.78,91.87,136.79,131.1
198.92,130.83,121.15,136.48,189.87,139.8201757,193.12,239.06,136.48,167.4,131.35,244.75,168.41,140.73,163.67,126.2,78.32,175.9,99.05,205.34,140.78,141,210.38,102.72,183.92,125.06,143.09,113.97,174.26,147.33,156.35,89.06,155.87,158.27
181.415,116.25,113.08,112.88,169.03,139.9988433,164.53,166.26,123.83,199.92,128.58,289.14,161,129.89,171.83,123.14,86.89,157.92,110,191.88,136.98,122.96,146,92.36,131.52,100.81,130.06,121.36,153.9,128.42,139.05,79.35,162.74,120.96
163.91,118.41,111.86,148.09,212.21,140.177511,146.17,167.24,131.57,206.13,154.52,241.33,167.25,145.13,135.24,132.65,88.87,233.98,160.96,238.35,140.66,133.11,145.9714286,96.66,151.84,115.92,142.77,124.29,171.86,153.66,157.77,93.33,147.96,134.27
159.79,119.75,95.52,131.6,201.675,140.3561786,157.25,127.89,139.44,166.89,112.52,110.28,137.47,143.76,100.5,126.7,74.28,160.29,120.04,202.78,136.96,127.71,145.9428571,98.62,126.84,106.86,129.57,112.3,139.49,150.06,134.7,88,157.21,118.52
120.51,137.09,96.71,149.08,191.14,140.5348463,169.58,159.71,149.6,164.86,116.32,127.45,173.47,152.46,139.37,144.6,87.42,173.44,156.04,218.53,150.45,140.51,145.9142857,105.58,156,118.77,143.98,126.56,174.46,164.52,161.54,94.76,181.79,135.12
127.9,101.18,130.88,111.91,160.23,140.7135139,137.56,154.12,109.31,161.51,120.12,99.04,153.03,121.62,103.8,113.61,72.09,165.75,135.13,172.36,119.72,100.7,145.8857143,78.11,114.05,101.33,87.32,96.58,147.66,138.98,144.83,78.5,135.27,122.1
110.81,84.98,124.77,100.77,167.12,140.8921816,109.44,121.29,97.28,151.09,123.92,77.94,113.59,107.04,96.89,95.47,66.01,134.71,99.24,155.65,103.09,83.32,145.8571429,66.62,93.83,81.6,83.31,90.99,127.58,154.11,112.38,64.14,105.57,106.1
96.52,80.27,109.35,80.06,141.96,141.0708492,80.2,106.73,76.56,114.8,102.03,72.27,97,90.57,87.92,77.46,60.76,102.33,93.26,128.73,76.94,75.71,145.8285714,57.33,70.93,66.62,80.93,70.79,107.24,157.24,100.07,56.39,93.76,92.33
96.81,81.2,113.35,108.3,141.11,141.2495168,96.54,112.56,95.34,136.15,128.29,75.07,100.1,104.53,100.22,90.24,65.2,125.65,113.8,127.52,91.4,77.52,145.8,57.47,129.36,81.44,93.61,81.88,113.36,153.83,127.74,69.24,94.87,100.15
185.81,148,209.77,247.83,289.02,141.4281845,199.26,235.74,199.79,239.01,245.52,145.88,187.12,221.39,224.68,186.86,113.39,297.38,271.5,221.91,188.65,173.63,233,118.53,227.16,187.48,236.35,186.75,222.83,258.78,193.83,155.56,188.34,192.98
96.92,113.86,112.7,116.84,121.48,141.6068521,130.05,115.12,106.76,144.35,118.94,63.53,107.77,112.23,110.39,93.61,52.01,135.43,120.17,111.36,97.63,92.23,124.08,58.77,105.51,86.27,100.24,96.46,114.96,136.59,107.87,83.29,119.84,103.77
113.56,84.3,103.48,94.81,128.6,141.7855198,111.75,111.89,87.87,98.14,101.77,72.99,107.92,90.35,91.04,83.99,53.84,102.02,76.03,128.53,85.99,89.55,104.96,50.44,99.75,77.29,85.35,80.54,113.19,137.01,102.13,62.06,101.04,102.69
86.41,59.23,91.5,73.95,106,141.9641874,80.32,97.08,69.79,81.76,88.92,72.3,95.13,72.85,72.51,70.67,61.36,93.51,80.62,99.58,79.96,69.88,84.67,43.41,94.15,65.83,77.44,64.83,95.23,87.84,76.42,51.85,98.05,87.34
63.96,43.21,72.06,55.8,96.78,142.1428551,55.69,75.11,48.05,74.05,71.56,41.62,70.26,55.41,62.31,51.14,38.58,76.03,57.04,81.91,50.99,48.98,61.38,31.99,61,37.33,52.09,48.96,75.18,87.78,70.04,42.14,90.71,99.27
61.97,57.74,72.74,56.4,99.07,142.3215227,61.11,80.04,45.14,68.24,70.69,57.35,72.88,58.84,60.49,54.1,88.14,69.01,56.29,75.11,57.83,51.26,69.99,31.18,58.11,41.12,54.68,49.75,78.54,80.54,69.17,41.01,75.09,89.19
93.9,78.52,81.04,73.1,133.22,142.5001903,101.45,119.78,65.5,79.43,76.29,55.63,87.12,67.74,70.63,63.99,51.92,94.77,55.02,119.76,73.41,61.6,97.51,47.18,76.25,71.48,65.71,57.04,89.42,78.1,75.42,44.55,95.38,86.17
109.89,96.56,114.9,107.52,143.28,142.678858,141.61,173.64,94.55,138.18,111.48,89.07,135.79,106.43,105.23,100.81,72.4,160.09,109.27,134.31,100.55,98.82,137.96,91.12,122.5,101.52,111.53,85.71,134.93,104.27,116.05,61.67,125.38,110.33
195.32,130.88,161.93,147.79,219.54,142.8575256,189.59,239.37,148.38,180.06,144.99,93.72,187.21,167.79,155.91,136.66,86.23,238.47,144.17,201.74,140.08,143.51,187.75,143.43,155.71,139.98,156.48,124.62,297.06,152.76,157.71,54.78,179.02,162.46
356.49,254.21,264.21,274.31,391.29,143.0361933,336.83,421.39,282.86,376.3,298.7,173.78,333.5,370.38,310.35,283.94,158.46,423.75,338.73,379.8,296.83,264.1,349,260.23,306.5,274.98,333.19,260.5,363.72,302.39,315.88,67.455,343.12,287.17
234.29,151.31,157.67,141.04,219.04,143.2148609,187.78,228.93,133.8,203.96,193.13,115.64,204.12,172.62,153.13,156.83,94.57,236.21,191.55,237.52,151.05,150.72,174.6,144.38,159.03,150.69,167.97,124.38,195.73,169.03,194.71,80.13,199.48,160.64
111.4,76.93,98.17,90.47,143.33,143.3935286,97.15,112.52,75.5,109.59,91.06,75.71,103.08,93.92,100.04,86.78,64.9,107.18,88.44,122.58,86.79,88.2,102.96,69.03,94.06,73.19,94.55,73.12,111.7,114.32,102.33,59.79,98.07,104.87
122.89,90.97,114.84,132.28,168.92,143.5721962,116.43,134.86,116.55,156.99,126.93,91.02,123.12,114.04,113.13,105.01,75.83,140.53,129.21,154.44,109.44,100.17,120.43,73.54,115.72,88.92,114.98,96.29,135.24,152.1,117.08,83.35,112.88,114.25
144.57,110.77,126.33,150.9,190.38,143.7508638,146.61,151.95,125.39,181.69,163.18,108.17,150.59,128.71,136.59,133.08,94.88,168.44,178.16,190.29,130.41,116.92,174.07,83.92,127.75,106.38,138.61,109.12,162.87,154.42,138.5,94.75,140.03,130.33
141.5,116.49,152.4,141.73,204.29,143.9295315,161.33,168.22,131.18,186.11,163.13,127.44,161.97,136.42,162.32,130.81,99.68,165.77,149.66,178.58,138.86,121.72,168.38,90.2,165.38,107.21,145.18,114.71,175.45,154.52,142.53,97.71,133.34,140.67
94.75,70.97,134.44,83.72,134.03,144.1081991,95.52,105.22,77.7,111.27,93.87,79.25,95.85,85.25,121.1,84.02,65.85,111.25,101,113.25,85.14,78.02,102.6,71.61,96.11,62.73,92.46,73.22,110.33,116.08,92.38,63.79,83.8,97.29
54.73,49.21,80.49,59.84,62.99,144.2868668,54.17,47.7,45.39,67.92,53.03,62.45,50.11,43.42,108.25,48.54,45.8,127.18,50.09,70.17,50.05,46.76,50.49,42.74,56.75,36.35,59.23,49.62,58.83,59.64,50.09,37.16,77.89,57.45
64.74,70.29,117.17,68.86,110.8,144.4655344,74.21,88.88,61.97,108.78,87.44,68.98,93.03,65.28,72.64,71.85,59.79,105.89,88.74,112.35,80.6,65.68,78.54,53.44,96.54,71.25,71.85,87.45,98.29,94.91,71.33,53.6,77.03,92.98
34.86,32,56.14,30.01,77.75,144.644202,38.47,55.62,27.66,66.24,53.13,41.33,51.45,31.85,35.13,35.33,22.89,46.81,36.2,53.46,41.91,24.77,38.96,24.75,42.23,21.6,40.71,29.67,57.73,48.09,41.84,21.2,55.85,60.73
40,42.59,55.54,40.91,63.34,144.8228697,49.98,58.6,29.91,56.23,45.92,44.22,61.16,42.6,39.55,44.03,31.66,54.59,33,48.4,49.85,41.13,53.92,29.08,54.35,33.49,36.51,34.52,64.02,54.42,41.56,26.69,63.6,65.03
64.17,63.98,85.3,48.78,87.17,145.0015373,77.95,110.37,45.54,101.35,60.52,54.57,97.23,51.69,58.18,57.73,41.23,80.5,43.25,87.42,64.75,43.08,76.53,41.94,70.54,52.58,54.55,51.6,96.35,77.11,66.76,36.58,80.03,72.31
66.77,58.33,75,80.46,89.43,145.180205,90.74,127.57,73.76,103.76,80.98,56.62,90.99,58.44,64.82,61.08,34,106.36,92.51,75.88,76.58,49.26,84.73,38.16,54.4,95.97,63.27,75.68,79.04,92.17,49.39,48.18,78.73,71.17
51.85,36.6,61.6,55.66,67.81,145.3588726,71.12,73.35,46.29,79.59,65.57,50.01,64.61,41.71,51.86,54.88,27.27,77.5,45.25,63.23,59.41,32.73,66.74,42.4,48.72,44.72,52.39,54.5,67.88,59.54,31.58,33.73,79.96,63.04
43.55,45.4,54.75,44.01,79.61,145.5375403,60.52,56.07,41.53,58.64,50.03,44.69,74.07,34.34,39.57,44.65,24.87,61.75,42.6,69.54,50.51,33.99,53.44,31.55,40.59,39.64,43.42,47.4,60.52,47.24,77.475,35.02,65.64,48.06
108.81,95.2,129.01,111.21,136.36,145.7162079,122.15,156.76,96.87,130.83,111.22,77.64,148.74,90.95,103.37,106.97,50.93,152.27,122.42,129.81,107.35,101.06,117.98,64.62,86.09,89.11,112.65,114.79,133.42,111.94,123.37,66.76,137.74,101.72
146,114.52,165.55,139.63,180.83,145.8948755,159.67,182.79,134.53,150.36,133.37,91.56,162.74,94.67,143.75,140.66,63.95,157.65,127.31,181.77,146.98,133.19,158.77,87.55,121.3,102.68,142.72,155.29,161.64,146.21,176.52,99.65,154.33,125
