V1,V2,V3,V4,V5,V6,V8,V9,V10,V11,V12,V13,V14,V15,V16,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39
22.81,85.9,20.99,17.78,10.1,344.5343728,18.21,46.88,69.9,24.5,10.69,62.24,33.39,57.09,68.6,10.44,29.36,50.53,44.37,20.28,42.49,65.02,4.96,29,61.08,47.76,51.94,13.93,77.08,40.72,19.5,43.72,20.82,39.27,17.93,28.25,24.97
25.25,86.92,20.39,19.39,12.38,345.0291398,19.88,44.2,84.27,23.92,24.86,63.85,20.8,36.22,68.73,13.1,31.36,51.63,40.95,17.33,39.09,88.11,4.95,32.09,61.36,53.42,53.07,16.59,77.36,46.58,18.96,49.3,25.96,38.38,24.4,29.81,26.76
27.94,77.78,18.93,20.48,9.04,345.5239068,21.33,31.41,102.82,19.19,44.18,54.43,18.96,42.99,65.51,14.81,29.97,55.75,33.62,17.41,36.91,70.2,4.95,31.29,75.8,36.73,43.87,29.57,45.06,40.13,14.23,39.95,33.33,30.53,25.08,29.72,28.42
27.37,93.08,23.43,18.98,15.1,346.0186738,21.5,42.55,97.91,24.91,47.04,73.57,15.91,51.09,68.08,17.3,35.73,59.63,49.43,16.79,41.15,78.98,4.92,35.9,75.09,57.67,45.87,21.38,56.35,61.09,19.63,45.17,24.67,34.56,30.21,30.76,34.61
31.83,117.02,22.32,20.76,15.51,346.5134409,22.31,49.88,96.67,26.74,61.69,73.64,15.62,60.03,74.74,17.44,37.98,65.06,55.82,16.29,40.88,81.97,4.86,35.12,80.92,68.92,57.87,24.79,65.97,57.07,23.56,50.23,20.73,46.33,29.73,33,35.27
41.28,125.24,32.46,25.32,12.47,347.0082079,21.41,50.86,130.79,40.43,74.31,76.84,21.39,53.74,98.35,21.16,47.85,66.06,65.78,20.13,67.65,110.55,4.86,38.6,97.49,74.74,76.38,31.7,99.03,74.26,25.96,63.96,14.29333333,44.69,38.17,36.59,39.9
16.85,57.02,16.28,20.03,8.98,347.5029749,15.13,48.41,78.35,20.43,48.42,55.03,15.94,28.46,110.52,13.61,25.03,50.9,44.27,21.6,32.03,61.5,4.83,29.84,48.69,33.28,44.73,12.67,48.1,46.73,15,47.64,7.856666667,29.52,35.68,21.83,19.08
9.52,39.38,11.56,15.1,5.86,347.9977419,13.47,24.42,58.28,9.47,35.38,40.32,16.67,26.96,51.39,8.19,15.42,44.1,31.44,8.93,25.18,40.08,4.81,22.05,31.75,17.28,31.15,15.74,28.22,29.49,7.39,27.6,1.42,13.8,23.28,19.45,13.87
18.08,63.28,18.79,14.02,6.74,348.492509,17.62,27.97,64.82,14.65,39.07,49.66,19.56,41.92,49.89,9.2,22.83,48.95,40.61,10.94,38.85,49.59,4.86,21.06,50.38,39.92,37.14,29.85,29.82,37.02,11.32,35.31,0.93,29.43,20.33,20.71,21.52
32.49,99.04,23.25,20.34,15.21,348.987276,21.19,54.74,80.04,26.23,56.23,74.14,28.17,57.64,64.21,13.39,31.69,53.5,61.62,15.04,47.51,67.15,4.87,32.53,70.78,56.82,52.52,32.2,57.55,50.79,24.91,48.52,2.24,52.27,22.5,28.07,33.77
34.87,100.55,21.63,22.91,16.68,349.482043,20.79,58.77,86.5,28.06,56.86,85.75,24.18,63.45,52.66,14.62,33.31,61.5,59.86,17.11,52.63,65.57,5.21,33.35,71.2,59.83,50.77,27.55,64.11,52.86,26.94,40.45,6.79,57.27,25.79,28.54,33.95
25.96,97.85,18.53,19.9,13.61,349.97681,18.82,46.57,73.16,26.13,54.2,78.21,66.09,46.02,52.31,13.33,28.39,53.19,58.17,19.62,49.52,58.08,4.79,51.35,64.89,50.28,49.88,22.78,81.8,41.33,25.46,40.63,1.5,50.18,20.36,26.63,34.12
35.56,81.19,27.87,18.08,15.72,350.4715771,15.14,73.91,68.76,28.22,65.76,77.25,43.75,68.93,60.3,14.89,28.5,60.43,58.08,19.45,51.15,81.47,4.86,66.6,61.19,48.78,54.53,23.55,81.18,38.97,34.98,37.73,3.22,58.77,28.14,26.87,30.09
25.8,56.81,21.04,16.9,10.92,350.9663441,13.98,54.14,62.3,20.38,38.06,51.91,24.37,47.51,48.55,13.35,20.69,60.8,41.57,15.03,4.42,60.44,4.85,51.99,42.61,31.55,46.29,22.82,56.41,35.67,25.06,32.18,5.47,38.19,29.26,22.98,25.1
22.88,68.57,21.21,18.54,10.15,351.4611111,17.95,36.95,80.12,21.69,39.67,63.3,19.35,54.24,48.41,12.49,25.41,58.08,33.35,14.43,4.12,59.29,4.88,66.92,58.93,36.71,48.76,22.97,50.42,44.37,16.5,28.58,5.2,26.42,26.17,26.03,27.42
31.67,86.99,24.88,21.59,12.28,351.9558781,19.53,44.68,84.45,24.95,44.6,69.7,26.95,53.15,48.6,13.27,27.18,61.41,42.34,15.93,34.57,59.34,4.9,63.99,66.06,55.89,51.96,25.31,61.47,39.74,19.33,30.58,10.85,38.52,21.46,24.86,33.19
37.81,108.37,34.58,22.75,14.88,352.4506452,21.75,55.06,105.3,30.32,51.54,180.84,26.25,70.29,57.48,16.9,37.73,70.32,57.09,14.83,49.03,69.54,4.9,80.86,82.32,75.79,64.75,28.45,78.59,60.4,25.03,36.81,13.96,53.85,34.55,33.74,42.84
42.36,114.85,37.53,26.51,21.08,352.9454122,21.46,62.98,100.26,34.09,53.19,169.85,27.81,67.87,57.29,15.8,34.38,71.22,60.51,17.83,43.55,60.24,4.89,84.43,82.88,74.35,63.26,39.05,76.11,56.07,26.31,35.91,21.27,54.14,26.67,30.23,47.14
45.45,112.19,55.72,29.62,18.68,353.4401792,21.49,67.24,163.56,39.64,60.45,144.71,34.46,68.46,68.59,19.85,39.08,72.8,62.22,20.51,46.93,75.68,4.91,87.56,93.42,76.05,67.79,76.01,102.73,66.38,28.32,35.57,24.39,57.29,34.69,29.18,52.24
38.58,112.12,42.61,28.68,17.43,353.9349462,21.82,63.88,275.02,38.57,54.86,95.55,28.19,67.26,59.44,17.82,35.47,75.9,61.09,18.06,36.18,71.33,5.75,88.94,84.79,77.97,69.25,75.8,85.26,66.15,27.78,38.88,25.49,61.01,30.88,33.02,50.46
43.06,118.53,33.25,24.86,17.69,354.4297133,21.76,56.07,287.78,37.04,52.49,80.28,27.41,68.22,59.28,16.87,33.61,75.25,55.79,16.62,35.96,66.21,4.68,77.2,79.74,75.28,61.78,80.65,77.05,54.56,31.22,36.19,24.08,60.57,25.03,32.74,47.52
50.46,111.15,97.77,29.43,28.14,354.9244803,18.26,97.32,291.46,44.65,76.35,93.25,58.45,88.24,74.19,17.12,38.82,89.59,90.78,23.13,82.54,86.01,4.81,96.37,87.89,77,82.25,78.03,131.76,60.31,52.49,42.97,17.04,83.22,30.52,34.22,59.08
41.17,98.31,47.25,28.74,26.93,355.4192473,16.41,76.1,280.4,41.93,57.02,80.92,43.55,80.33,75.4,16.77,34.27,82.38,85.55,22.59,69.35,90.21,4.83,87.98,82.03,75.5,79.26,83.12,112.56,55.25,52.37,44.52,6.09,73.73,33.46,32.83,54.63
48.07,118.56,61.55,28.05,27.15,355.9140143,17.14,95.15,254.41,51.05,66.69,92.06,46.36,86.52,115.5,14.4,34.55,86.32,86.82,31.18,76.6,86.44,4.86,101.78,88.39,77.39,86.94,66.45,105.42,57.88,54.18,46.58,8.32,75.43,35.58,34.99,58.25
40.85,129.68,59,27.68,14.63,356.4087814,20.14,67.34,196.59,40.76,73.21,79.99,30.81,71.85,90.1,12.08,32.73,68.36,44.73,32.62,34.27,97.02,4.81,76.16,91.26,88.21,74.82,79.32,80.77,55.64,30.87,42.27,3.81,59.79,31.5,32.94,50.41
35.98,130.48,46.03,26.9,12.13,356.9035484,19.9,68.63,161.83,36.46,75.53,68.03,37.41,72.45,61.5,10.61,29.93,63.68,49.9,23.58,26.32,87.98,4.82,58,82.74,91.93,56,64.36,73.87,52.39,31.46,35.09,1.87,63.7,25.23,29.44,46.53
32.54,131.11,41.33,27.91,12.83,357.3983154,22.38,58.21,179.24,43.16,70.04,87.08,23.03,67.08,65.76,13.05,33.59,76.74,53.15,25.14,26.36,92.15,4.85,84.76,89.11,88.75,62.44,85.65,70.83,72.5,29.12,44.44,3.18,66.21,30.25,34.54,48.48
44.05,130.01,38.86,30.46,15.76,357.8930824,21.74,73.39,187.16,42.05,75.03,85.23,28.77,70.66,60.82,12.87,34.07,76.69,61.35,23.6,34.02,80.73,4.84,91.46,91.6,83.48,67.74,75.88,82.45,63.58,31.14,44.86,4.09,69.6,27.97,34.15,56
50.75,151.61,46.74,36.83,20.45,358.3878495,23.69,81.6,192.75,48.34,68.2,103.12,23.54,75.4,67.94,14.44,38.09,80.01,71.38,26.69,41.52,94.47,4.85,96.97,108.47,96.49,78.13,87.49,91.89,80.19,36.41,47.27,5.67,75.38,34.73,37.62,60.21
63.46,141.3,51.27,30.45,21.57,358.8826165,23.82,87.7,120.06,46.61,72.06,103.24,30.56,90.47,69.72,15.39,39.28,85.54,65.02,26.89,51.6,96.72,4.87,94.98,137.07,95.9,77.86,84.88,95.85,76.51,38.61,47.46,5.69,69.31,36.71,36.17,62.91
54.21,161.35,77.85,33.08,27.56,359.3773835,25.18,121.53,50.38,52.01,91.99,114.54,40.47,108.8,76.38,17.46,41.43,91.46,77.99,29.64,55.25,106.97,4.87,88.68,219.36,109.99,82,95.25,103.78,82.49,44.4,52.47,5.84,72.63,37.18,41.31,63.21
63.94,173.67,116.64,39.05,26.2,359.8721505,24,150.17,90.49,48.82,125.55,145.84,42.5,126.08,108.87,14.92,39.31,91.88,92.82,24.39,64.41,141.7,4.74,87.37,209.44,120.52,78.59,85.71,127.81,84.43,53.49,45.95,7.34,102.06,37.66,47.76,73.47
73.67,160.41,101.36,40.53,28.31,360.3669176,25.41,101.76,111.35,46.38,123.94,130.62,44.88,110.21,131.1,14.43,40.36,83.24,81.53,20.27,66.8,133.7,4.79,63.17,149.07,121.74,83.19,90.31,128.3,80.3,44.65,45.93,14.09,74.9,39.61,42.73,70.38
54.49,147.17,99.68,38.32,20.76,360.8616846,24.41,22.52,110.32,47.12,116.38,124.23,54.46,102.48,115.44,14.21,42.41,90.51,73.85,18.44,61.54,117.57,4.79,52.83,106.2,97.31,73.96,89.95,105.82,78.72,37.95,44.63,13.29,67.85,37.84,41.86,64.11
55.81,136.77,101.07,33.67,23.99,361.3564516,21.78,13.21,100.83,45.02,129.28,116.53,33.49,98.26,113.08,13.57,50.35,88.68,67.46,17.69,60.62,93.56,4.82,48.24,101.99,90.76,73.12,88.23,106.73,73.56,42.9,44.01,13.8,61.88,33.27,38.98,64.56
61.24,141.06,108.04,37.89,23.85,361.8512186,23.66,12.06,127.97,50.04,117.63,113.76,26.75,104.81,131.68,16.64,55.8,91.9,82.03,21.27,64.21,126.38,4.81,56.06,115.51,108.02,83.32,91.5,118.3,87.76,43.98,48.85,11.33,67.21,43.54,42.31,63.85
51.82,136.54,61.81,36.65,21.7,362.3459857,23.11,11.42,109.11,46.8,106.15,98.78,20.51,101.17,116.85,13.99,47.6,85.67,63.7,18.93,61.43,107.15,4.85,51.09,100.1,92.06,82.59,90.97,106.93,80.6,40.83,46.16,7.75,62.28,34.78,37.29,56.29
48.92,125.92,95.57,34.95,22.86,362.8407527,21.61,11.22,102.91,48.83,144.92,99.14,22.26,96.13,122.69,14.79,48.55,88.88,70.78,20.26,65,112.43,4.81,50.02,94.62,85.94,81.75,68.41,127.46,81.56,41.35,43.11,5.44,66.24,41.79,31.77,54.67
60.63,139.88,161.65,28.71,29.45,363.3355197,23.13,11.22,122.5,51.08,169.69,119.77,27.88,109.32,145.97,17.53,51.41,102.12,81.79,19.5,83.09,124.92,4.82,55.16,120.35,77.24,99.35,97.38,164.23,85.99,51.49,56.22,1.79,68.55,42.86,36.89,65.62
61.95,157.93,121.57,33.83,28.93,363.8302867,24.68,11.75,106.04,50.01,133.9,115.83,24.97,108.59,139.6,16.84,52.11,97.29,77.89,19.6,77.65,134.75,7.05,54.51,113.7,127.21,94.21,99.01,136.13,84.06,47.19,58.8,1.75,80.33,39.83,36.94,63.74
47.26,152.89,92.53,37.4,25.82,364.3250538,23.9,11.58,135.15,45.42,155.44,97.44,21.32,109.86,137.6,17.49,45.39,100.53,66.73,19.46,66.05,129.43,5.64,53.14,120.97,108.06,93.13,92.17,127.58,85.49,45.06,60.27,4.98,79.77,41.4,38.24,64.07
38.56,127.34,65.73,32.14,22.4,364.8198208,23.12,10.55,103.36,42.02,103.34,90.8,20.87,91.85,113.25,15.02,22.18,87.33,55.88,19.65,47.35,104.06,5.22,54.34,94.94,89.85,82.53,83.11,97.56,72.26,32.61,47.39,2.81,65.3,39.95,38.45,51.06
27.39,98.12,38.34,20.39,17.43,365.3145878,20.66,10.39,77.16,32.89,64.3,93.1,13.77,79.35,88.95,13.88,19.27,80.29,46.66,16.04,34.03,86.99,5.12,44.49,82.16,71.16,66.98,86.31,56.87,63.93,21.67,45.49,3.57,56.04,42.33,36.36,40.2
50.14,127.25,67.49,26.62,19.58,365.8093548,21.24,11.78,67.95,34.4,139.62,78.07,20.095,94.3,107.95,13.58,20.61,81.27,63.5,16.23,48.3,94.39,5.02,39.01,88.99,67.95,64.09,85.28,86.19,59.13,37.12,64.92,4.32,63.99,28.44,38.79,49.98
58.49,153.1,183.59,128.24,33.53,366.3041219,17.98,14.12,109.22,60.52,166.19,134,26.42,144.1,157.45,19.45,32.72,128.96,104.28,38.38,104.01,141.72,4.99,67.48,112.76,102.57,109,95.88,174.49,73.69,67.53,62.26,12.63,106.99,39.38,55.18,76.86
47.01,124.78,132.16,30.98,34.91,366.7988889,9.91,13.27,97.45,52.51,118.14,100.91,40.89,130.03,145.35,15.49,26.86,111.95,100.59,31.44,103.95,117.91,4.97,65.76,103.29,82.41,94.35,77.97,163.89,69.07,61.88,91.43,21.63,80.51,35.05,40.98,74.63
52.69,118.59,137.2,40.14,34.47,367.2936559,9.88,12.56,124.5,60.57,183.46,159.02,45.93,110.34,150.8,17.56,30.21,106.12,84.14,27.39,81.15,142.54,5,61.53,122.6,96.46,204.2,93.65,180.32,101.47,44.52,82.39,33.71,70.8,55.44,42.72,65.45
42.4,100.52,156.33,28.46,35.35,367.7884229,9.81,13.71,98.63,50.29,138.66,160.13,46.73,113.72,134.3,13.56,24.07,102.12,93.21,32.26,90.78,108.78,4.93,57.47,94.1,74.58,72.81,74.88,171.65,57.41,54.25,64.65,28.79,73.24,30.09,37.27,62.59
32.09,87.67,100.21,25.75,22.26,368.28319,9.82,11.24,101.06,47.71,151.32,95.31,33.13,104.44,117.46,11.93,19.4,76.38,76.65,31.55,65.21,95.27,4.93,56.9,87.59,64.86,58.83,52.06,114.93,52.16,41.01,64.17,22.68,55.49,22.44,37.01,52.14
45.77,101.54,100.04,26.99,22.22,368.777957,9.85,11.45,108.1,40.48,124.7,102.61,31.98,99.43,126.76,12.7,21.47,84.18,57.6,17.48,63.16,112.04,4.9,49.25,106.67,69.78,58.14,75.68,124.61,70.99,32.34,51.65,21.67,58.51,34.28,31.85,49.34
43.92,97.67,55.78,28.44,22.26,369.272724,9.84,10.92,86.71,34.37,103.76,72.12,22.83,110.42,112.91,12.18,39.81,87.08,58.98,19.07,61.11,94.69,4.86,46.56,99.94,66.92,50.54,84.69,80.71,64.85,32.74,57.89,14.32,52.33,32.55,27.89,48.23
55.24,112.99,91.83,31.67,28.12,369.767491,9.84,11.05,190.01,42.19,120.88,96.52,28.04,165.35,125.77,16.9,65.82,105.18,64.46,23.19,79.84,182.76,4.84,54.87,137.51,111.53,67.75,155.5,120.97,88.07,43.06,67.42,24.38,83.28,53.36,40.47,61.86
40.47,73.94,61.61,24.78,18.94,370.2622581,9.82,10.65,159.51,31.1,72.09,85.45,21.39,129.93,100.84,12.83,48.47,90.36,52.95,19.4,45.66,103.43,4.64,44.69,89.13,88.53,54.67,86.28,77.81,61.93,30.91,57.16,14.63,66.27,51.62,32.13,40.99
38.1,77.84,58.94,22.83,18.56,370.7570251,9.83,10.55,113.26,28.83,90.17,63.5,23.8,151.21,91.39,11.02,45.62,76.14,51.86,14.68,56.51,82.76,4.69,37.22,88.39,88.14,50.81,80.88,70.09,55.07,26.82,55.54,7.01,52.48,41.49,30.34,39.84
42.51,92.67,60.21,21.2,20.48,371.2517921,9.83,11.35,82.78,31.24,119.78,54.93,32.67,133.37,85.87,8.72,43.5,63.97,61.3,18.26,38.48,93.27,4.92,35.81,85.72,91.21,50.2,72.82,94.26,51.97,31.52,50.58,5.29,53.55,30.54,28.55,46.47
47.17,77.6,87.74,23.98,30.23,371.7465591,10.65,12.29,89.03,46.67,111.81,95.62,42.88,142.23,104.7,11.08,53.69,79.85,79.33,23.61,38.31,118.28,5.59,48.13,81.21,98.66,67.41,76.25,148.38,61.26,48.27,61.72,5.1,68.03,35.77,30.4,57.51
33.35,71.34,53.52,25.16,14.76,372.2413262,29.35,10.4,93.37,34.56,55.81,61.01,22.93,160.89,95.71,10.82,42.56,73.18,42.97,17.59,24.75,92.86,4.97,40.93,85.55,69.18,48.12,81.13,68.2,55.26,23.61,52.41,2.72,42.78,30.6,26.94,36.95
31.13,80.38,50.97,20.27,16.47,372.7360932,21.55,10.38608696,75.32,27.32,30.08,65.43,23.05,144.9,77.16,8.72,37.11,54.74,44.69,14.1,23.38,81.37,5.55,37.23,69.71,60.96,44.44,67.15,54.95,50.49,20.22,47.86,2.35,45.71,25.44,24.32,35.13
37.83,104.5,56.65,24.73,22.68,373.2308602,21.38,10.37217391,78.92,29.97,43.39,64.17,25.79,164.89,77.42,11.09,40.9,43.83,52.09,16.76,24.39,80.32,55.86,39.52,77.21,69.92,44.92,74.06,68.59,59,23.48,59.55,1.98,45.07,27.56,27.92,39.27
47.33,118.86,72.95,29.39,23.9,373.7256272,22.96,10.35826087,88.06,34.03,64.22,77.04,27.48,155.95,92.02,14.93,45.8,48.9,60.11,20.76,29.64,97.53,80.4,45.33,91.5,84.79,51.27,77.98,89.19,72.24,26.69,74.09,9.72,54.59,34.12,34.47,45.44
43.57,114.13,70.35,28.74,22.32,374.2203943,22.76,10.34434783,83.91,31.81,56.86,77.59,24.04,166.93,88.07,14.81,40.73,49.16,55.84,19.95,27.04,89.46,57.86,48.13,91.07,79.15,52.21,76.82,74.62,67.33,25.11,86.31,9.09,51.64,31.55,34.44,46.77
43.64,113.39,58.56,27.36,16.58,374.7151613,20.98,10.33043478,68.16,32.48,78.29,75.56,20.41,159.78,84.34,13.52,38.16,46.6,54.94,19.02,25.17,81.49,63.62,40.31,80.13,71.16,45.12,77.23,66.76,59.2,27.49,76.94,8.904375,51.56,27,33.7,42.31
51.6,126.67,69.49,26.44,20.76,375.2099283,21.15,10.31652174,71.4,36.73,118.78,94.23,31.6,170.08,90.01,14.9,42.05,50.54,62.49,20.91,29.29,98.03,78.68,44.38,87.07,79,49.83,74.55,90.95,62.24,32.09,76.31,8.71875,57.55,24.13,38.5,47.93
46.07,109.94,83.99,21.79,29.58,375.7046953,19.53,10.3026087,69.37,42.71,138.69,86.58,48.06,174.21,95.82,14.51,48.63,56.59,69.5,20.79,39.51,111.88,129.24,43.97,84.66,79.85,55.88,70.02,110.13,48.85,40.48,62.22,8.533125,58.73,31.22,37.93,50.94
38.38,91.72,81.57,21.63,25.21,376.1994624,19.44,10.28869565,78.66,40.17,141.88,79.36,41.29,159.23,97.23,14.45,45.91,52.49,80.63,25.72,55.68,113.54,106.67,48.38,84.59,72.67,61.15,64.85,111.57,54.96,33.61,77.61,8.3475,49.1,33.61,35.88,57.41
37.65,68.54,64.98,24.94,20.51,376.6942294,20.64,10.27478261,102.98,34.37,114.54,71.94,28.95,156.08,88.91,13.53,37.74,50.18,56.38,18.4,66.06,89.54,58.49,46.02,91.34,60.48,55.61,73.54,76.48,55.94,25.34,81.31,8.161875,37.33,33.98,38.01,51.04
42.68,117.63,64.45,29.61,17.62,377.1889964,20.69,10.26086957,129.97,37.41,83.91,88.83,21.28,179.02,95.83,18.29,41.57,58.49,50.49,23.61,65.51,118.43,44.82,51.43,94.32,63.77,60.15,78.35,75.27,68.66,24.68,91.29,7.97625,40.4,53.88,36.75,52.05
28.92,101.76,42.85,20.96,10.05,377.6837634,20.06,10.24695652,101.51,24.41,38.88,66.02,14.89,160.29,69.96,13.63,31.31,49.29,32.51,14.41,42.17,73.97,30.07,35.63,68.71,51.56,40.99,79.04,42.48,50.73,15.17,79.3,7.790625,30.81,35.67,30.14,40.5
22.68,92.47,45.34,17.79,9.6,378.1785305,19.08,10.23304348,95.52,25.4,26.17,69.32,16.81,146.46,62.4,12.42,31.92,46.16,35.7,12.56,36.88,69.99,28.48,32.11,63.87,55.22,38.86,74.98,30.1,44.77,15.23,87.1,7.605,36.18,40.33,28.05,38.13
33.31,130.61,53.33,19.09,15.01,378.6732975,20.6,10.21913043,105.34,31.18,33.84,63.32,19.49,159.22,71.37,14.08,37.26,48.5,44.94,13.69,44.42,76.63,30.54,37.56,75.7,66.58,50.55,81.51,30.83,54.44,19.8,102.87,7.419375,43.43,44.32,29.34,40.89
43.89,116.07,45.2,21.84,22.11,379.1680645,22.67,10.20521739,110.95,33.25,57.98,99.56,31.71,185.95,92.36,16.28,47.89,52.25,58.66,17.83,62.52,86.19,59.91,40.95,93.2,67,57.31,84.89,58.21,64.04,28.43,112.7,7.23375,49.14,42.22,36.09,51.21
56.75,79.28,65.08,28.54,26.84,379.6628315,25.76,10.19130435,136.4,40.39,86.18,156.07,55.36,194.52,114.1,20.37,58.07,61.34,78.38,20.79,82.49,128.09,129.77,47.47,112,107.66,74.85,103.7,107.77,74.45,37.09,58.9,7.048125,54.79,41.87,44.13,63.72
47.69,140.73,66.25,29.2,26.87,380.1575986,26.68,10.1773913,146.59,45.88,87.45,109.04,45.34,191.05,128.2,22.81,62.51,63.67,79.45,28.71,77.86,151.03,53.76,49.88,126.69,109.46,81.74,107.86,103.3,73.98,41.72,48.05,6.8625,63.27,41.52,44.48,72.11
49.34,122.96,73.13,31.21,37.89,380.6523656,23.78,10.16347826,123.26,50.33,63.74,96.92,58.71,167.2,132.54,18.79,60.58,73.72,117.4,41.69,109.7,146.06,13.31,61.2,112.71,101.85,88.25,102.42,112.86,62.62,58.78,47.04,6.676875,74.44,42.96,40.3,68.01
44.41,103.3,52.38,27.23,33.35,381.1471326,19.39,10.14956522,102.83,42.35,54.74,81.74,49.77,152.42,111.61,15.83,42.2,55.71,101,32.18,86.22,105.94,11.15,49.77,85.24,79.65,78.18,77.39,78.42,52.45,49.99,47.33,6.49125,63.43,33.34,32.57,53.36
43.22,110.85,70.85,27.33,31.39,381.6418996,21.94,10.13565217,118.11,45.33,72.07,74.73,56.34,162,121.87,19.29,50.49,67.02,99.79,30.96,70.95,125.94,10.76,52.71,102.4,78.76,84.6,92.16,116.05,61.85,45.8,51.43,6.305625,62.51,40.45,36.96,60.92
34.05,82.29,57.76,23,26.81,382.1366667,20.05,10.12173913,115.14,41.3,52.98,118.15,47.5,172.01,109.04,16.89,36.03,58.52,75.79,29.27,62.34,99.95,9.69,48.99,82.19,74.49,79.48,75.47,88.46,57.95,39.73,34.14,6.12,54.56,42,35.57,45.49
23.85,61.91,31.84,21.79,13.82,382.6314337,17.68,10.10782609,100.81,31.72,44.75,59.56,31.69,162.67,88.31,13.16,27.42,42.54,47.21,22.03,40.5,67.33,9.98,36.17,61.25,54.28,57.48,56.52,48.22,44.33,27.44,25.85,5.934375,30.84,23.96,25.18,34.51
31.94,76.38,53.99,21.95,21.59,383.1262007,19.42,10.09391304,105.31,40.82,43.87,94.25,31.06,124.3,99.5,16.53,36.55,51.49,67.6,29.21,60.56,98.78,8.16,49.88,74.91,65.61,65.34,73.35,44.55,53.78,40.23,35.11,5.74875,52.13,32.75,31.59,39.1
34.24,75.54,29.85,18.56,15.9,383.6209677,19.35,10.08,98.23,29.62,37.07,80.54,32.74,67.54,75.47,10.44,33.15,40.02,44.7,13.59,45.49,70.99,9.25,34.29,67.54,59.26,52.65,66.65,16.78,44.74,24.62,24.79,5.563125,36.73,22.75,29.13,34.41
38.04,82.37,43.75,25.14,18.49,384.1157348,19.69,10.06608696,107.17,35.29,63.77,70.95,37.83,72.95,78.85,12.51,34.03,43.46,53.39,15.89,52.01,79.57,7.55,36.97,74.06,56.18,54.83,63.92,15.06,53.85,27.62,36.43,5.3775,41.05,34.97,31.59,43.85
42.65,93.98,49.42,22.63,19.89,384.6105018,21.4,10.05217391,102.83,35.77,50.76,81.09,28.92,80.98,83.38,13.49,37.2,45.09,57.18,27.39,52.87,96.66,8.46,38.9,82.25,71.98,57.14,74.67,19.24,56.59,28.85,37.05,5.191875,42.29,36.57,31.94,44.27
44.58,99.19,43.42,27.4,19.4,385.1052688,21.23,10.03826087,108.4,36.79,49.18,100.04,26.86,89.2,89.86,13.54,40.05,44.29,58.62,17.17,60.2,90.48,9.48,36.71,81.62,71.76,59.55,76.71,20.59,59.73,32.22,37.26,5.00625,49.73,33.59,34.24,51.39
47.26,96.99,52.23,25.67,20.99,385.6000358,21.51,10.02434783,109.28,37.32,47.69,120.81,28.88,89.29,89.69,14.14,42.57,51.1,57.56,16.59,56.84,91.19,9.99,38.94,80.16,77.24,59.76,81.75,20.94,57.6,30.95,42.27,4.820625,50.95,37.88,33.84,50.39
46.15,109.72,51.16,28.59,26.21,386.0948029,21.82,10.01043478,109.16,39.36,48.01,114.43,28.23,101.08,96.01,14.86,49.47,50.63,65.53,20.08,64.04,90.58,9.13,38.79,85.39,81.65,61.48,85.51,22.71,58.64,35.1,29.25,4.635,61.04,35.64,37.55,54
48.72,96.62,52.65,27,22.38,386.5895699,21.06,9.996521739,116.59,40.94,59.22,137.91,31.68,92.67,100.01,17.04,45.89,53.7,62.57,13.15,67.33,87.71,10.03,40.03,89.27,72.52,59.2,79.52,23.02,66.8,37.27,69.54,4.449375,61.65,41.85,41.47,50.95
30.37,60.4,48.45,22.63,21.62,387.0843369,18.44,9.982608696,82.85,39.73,51.43,136.98,39.47,86.88,95.75,15.16,36.52,51.8,71.36,44.71,61.56,81.48,9.08,42.31,75.62,59.43,63.73,60.93,21.19,51.71,33.75,103.44,4.26375,58.57,49.25,33.19,37.93
20.13,42.38,29.36,14.43,13.86,387.5791039,13.82,9.968695652,45.3,25.1,17.69,68.62,24.32,57.58,73.01,8.82,21.78,43.73,49.29,17.33,41.63,57.81,8.205,27.94,39.37,31.09,47.82,46.02,35.42,34.88,24.48,66.64,4.078125,44.93,28.07,23.62,26.38
20.22,34.21,19.22,12.71,11.58,388.073871,14.88,9.954782609,39.45,17.82,13.53,58.32,23.74,45.19,60.72,8.33,18.94,40.68,36.61,9.12,48.06,48.81,7.33,24.23,33.13,22.8,40.6,39.95,33.29,27.16,12.63,47.64,3.8925,37.78,22.34,19.03,20.94
11.27,35.83,21.16,12.7,6.31,388.568638,14,9.940869565,44.12,17.32,19.68,54.9,23.12,39.93,50.85,7.25,16.23,38.98,28.5,9.12,27.76,41.48,7.08,24.87,24.36,22.28,39.64,32.98,33.26,28.55,6.31,39.62,3.706875,35.5,21.61,19.27,15.21
9.43,38.86,19,12.16,3.14,389.063405,14.87,9.926956522,47.94,14.52,13.96,44.66,21.02,34.58,39.45,5.76,17.6,36.1,14.24,8.88,13.86,37.12,7.04,20.67,25.87,24,32.58,43.16,24.11,26.14,3.14,26.28,3.52125,23.58,13.09,17.05,13.56
20.55,58.95,26.53,15.93,10.81,389.558172,16.42,9.913043478,73.82,22.62,24.65,74.23,22.27,47.26,45.1,8.36,23.67,48.07,31.05,10.34,28.94,52.19,6.65,25.7,43.95,33.6,36.32,56.79,39.47,37.02,10.81,37.45,3.335625,35.5,28.57,21.74,23.41
