V1,V2,V3,V4,V5,V6,V8,V9,V10,V11,V12,V13,V14,V15,V16,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39
31.36,24.89714286,12.52,12.61,14.36,71.42297491,15.23,19.22,8.2,12.8,19.53,22.52,17.47,68.37,8.56,1.16,10.86,19.93,15.19,4.62,112.74,9.75,13.29,13.4,9.85,5.5,27.46,18.79,47.08,12.41,7.44,14.97,10.78,17.09,3.31,17.99,37.48
30.2,25.64071429,12.32,12.58,13.7,71.91774194,17.24,18.17,8.8,11.19,19.155,21.67,17.3,71.29,9.38,1.39,11.11,19.57,13.5,6.99,107.5216667,9.89,13.71,12.92,10.15,16.31,26.44,21.63,41.12,13.16,7.81,12.95,10.73,15.8,3.58,20.55,41.6
34.98,26.38428571,16.11,13.07,16.75,72.41250896,19.2,19.09,10.24,15.37,18.78,21.57,18.51,69.48,14.58,3.11,13.79,20.78,21.91,13.54,102.3033333,18.88,14.91,14.35,13.92,23.18,29.74,27.71,41.34,19.73,9.62,17.19,14.95,20.2,4.56,24.79,43.45
39.08,27.12785714,23.61,15.11,18.58,72.90727599,20.79,22.08,17.29,26.71,16.55,24.59,22.01,93.92,23.73,5.73,20.79,22.33,24.68,18.12,97.085,25.57,16.44,17.9,20.14,32.3,37.6,28.58,52.04,31.31,13.66,27.99,19.79,22.56,8.53,35.42,44.24
32.86,27.87142857,16.75,14.53,19.6,73.40204301,22.41,22.4,15.3,21.09,13.36,23.67,20.89,88.12,18.38,4.37,19.16,21.36,23.08,12.99,91.86666667,18.13,15.56,16.74,17.68,26.1,34.6,27.91,32.18,24.78,10.47,18.94,19.67,19.2,7.25,29.59,34.72
29.3,28.615,13.32,13.05,15.47,73.89681004,15.98,20.04,7.34,16.02,4.28,18.9,18.96,78.91,12.16,2.16,12.08,19.97,18.78,11.47,86.64833333,13.9,13.97,13.75,13.09,25.78,27.98,27.24,31.49044444,16.01,7.82,13.37,12.95,17.22,3.38,22.63,32.31
34.25,29.35857143,18.67,15.24,20.19,74.39157706,18.94,22.48,12.98,24.2,23.96,21.38,19.35,84.82,21.97,5.92,20.05,21.47,23.9,17.05,81.43,22.99,16.29,19.24,20.67,25.97,31.99,26.57,30.80088889,31.72,14.09,21.48,17.58,25.8,7.04,32.79,36.31
33.48,30.10214286,21.98,15.99,26.34,74.88634409,21.76,28.76,11.54,27.24,14.31,20.26,22.8,60.53,30.53,21.08,26.19,23.15,29.5,19.33,76.21166667,33.27,18.68,18.85,25.39,16.89,42.07,25.9,30.11133333,36.43,17.72,22.74,21.44,30.54,13,38.22,38.39
29.12,30.84571429,24.02,14.75,30.77,75.38111111,17.27,27.45,16.08,25.88,46.28,20.74,22.39,52.52,25.63,30.11,24.48,22.79,27.5,17.77,70.99333333,29.86,19.76,22.17,22.09,16.44,36.42,24.74,29.42177778,31.56,15.82,19.45,20.56,24.58,10.97,37.15,36.55
28.69,31.58928571,21.94,16.43,21.71,75.87587814,22.49,25.41,17.91,20.98,33.05,21.12,22.02,58.07,23.61,28.67,23.28,22.54,24.46,14.43,65.775,23.49,18.44,17.48,22.17,17.78,34.312,21.875,28.73222222,30.84,11.31,23.12,20.49,24.38,11.23,39.13,37.53
17.75,32.33285714,11.65,13.98,15.98,76.37064516,14.54,20.44,7.52,12.33,3.56,13.14,17.66,50.81,9.45,25.57,12.03,18.6,19.86,7.76,60.55666667,11.95,13.17,13.45,12.07,8.22,32.204,19.01,28.04266667,13.3,6.86,9.67,12.3,15.59,4.95,20.27,32.11
16.15,33.07642857,11.03,13.78,15.4,76.86541219,12.64,17.61,6.73,12.55,20.035,13.19,17.19,54.1,10.53,25.74,13.12,20.71,19.95,8.6,55.33833333,11.25,13.06,12.94,10.87,7.44,30.096,12.58,27.35311111,14.05,6.64,11.07,11.34,13.18,4.18,19.98,27.59
19.63,33.82,19.27,14.88,20.09,77.36017921,16.03,20.12,16.38,19.72,36.51,13.21,18.19,66.66,16.34,23.83,15.19,22.08,19.85,13.95,50.12,18.52,15.86,14.92,18.28,10.36,27.988,15.49,26.66355556,35.34,10.54,26.17,14.54,15.225,8.6,32.46,30.2
26.93,24.31,19.48,15.59,25.29,77.85494624,19.67,23.52,14.43,24.18,20.92,14.86,20.82,76.82,21.48,19.31,19.08,25.34,28.86,25.92,40.46,22.55,16.19,17.91,20.77,13.63,25.88,18.4,25.974,26.16,12.21,29.81,19.45,17.27,8.66,34.63,29.36
22.85,17.31,14.83,13.63,18.5,78.34971326,14.9,18.28,10.38,15.12,19.41,13.99,18.34,82.87,14.1,21.59,16.24,26.4,43.25,12.15,31.27,15.98,15.76,15.1,17.32,9.71,30.33,16.14,25.28444444,19.26,8.13,23.48,14.08,21.54,4.58,24.66,28.78
25.57,30.36,22.23,15.5,23.84,78.84448029,19.31,21.35,20.85,24.92,17.9,14.13,21.12,88.83,22.29,24.78,21.52,26.64,28.21,18.31,32.64,24.93,18.05,17.83,22.03,12.92,44.86,32.28,24.59488889,32.54,11.07,32.03,16.9,25.81,8.78,34.85,34.3
25.31,26.22,21.34,15.31,24.97,79.33924731,16.43,23.49,10.44,22.93,16.43,14.12,21.95,79.98,19.48,25.82,23.1,26.93,30.92,13.96,38.14,22.83,18.89,17.42,19.02,11.34,39.71,29.97,23.90533333,24.92,13.67,28.48,19.14,38.16,11.01,33.43,32.48
27.56,24.24,20.31,15.91,26,79.83401434,14.96,24.75,11.91,20.94,8.16,14.49,22.7,80.27,22.01,30.93,23.89,23.68,31.03,14.43,38.28,26.67,20.87,19.17,19.36,11.19,39,49.75,23.21577778,26.11,14.81,24.24,17.99,42.21,9.92,32.83,31.51
20.36,16.53,12.65,13.65,17.64,80.32878136,14.18,18.21,5.8,14.76,9.02,12.4,20.34,70.6,13.27,29.88,15.26,20.21,22.39,7.47,28.56,17.85,14.67,12.72,22.21,9.03,29.27,21.56,22.52622222,17.92,8.08,17.8,13.57,9.91,5.61,27.48,27.13
18.35,12.38,11.77,14.21,17.91,80.82354839,13.23,17.37,9.2,12.52,3.23,12.03,20.38,61.89,12.08,17.45,15.99,25.47,20.37,8.66,28.97,14.82,14.9,14.58,11.83,7.3,26.3,22.276,21.83666667,13.26,6.91,16.48,12.49,9.49,5.72,20.49,25.06
16.29,11.11,9.21,13.01,15.57,81.31831541,10.59,14.72,5.39,11.31,7,11.73,18.24,55.29,8.72,20.31,10.1,24.22,18.39,23.73,26.78,8.63,13.28,12.89,7.25,6.18,23.9,22.992,21.14711111,9.47,6.07,14.65,8.83,9.62875,2.22,15.71,22.61
17.88,10.05,12.12,13.99,17.08,81.81308244,11.39,17.29,8.41,14.25,10.77,22.82,19.27,53.05,11.76,28.92,15.02,23.57,21.07333333,20.50666667,27.66,16.98,14.77,13.71,10.3,6.985,26.18,23.708,20.45755556,19.42,7.18,15.79,13.99,9.7675,5.72,19.47,22.85
19.95,10.85117647,12.68,14.14,20.34,82.30784946,13.37,18.36,7.88,18.18,35.16,24.41,23.61,48.54,15.58,38.35,18.36,14.78,23.75666667,17.28333333,30.94,20.7,16.09,15.4,13.92,7.79,27.16,24.424,19.768,19.23,8.6,17.5,14.22,9.90625,9.28,21.83,23.59
20.45,11.65235294,13.69,13.67,18.98,82.80261649,10.59,18.69,7.67,15.12,7.19,27.59,20.52,29.93,13.37,45.67,16,13.27,26.44,14.06,31.58,18.66,14.91,13.98,12.32,5.76,24.7,25.14,19.07844444,14.63,8.5,13.47,13.55,10.045,6.39,23.59,23.9
22.31,12.45352941,13.65,13.51,19.52,83.29738351,11.14,20.08,8.28,16.73,13.87,27.45,20.58,31.3,12.08,51.43,15.74,14.23,14.58,12.64,30.52,18.03,15.72,18.4,10.57,4.94,25.79,41.51,18.38888889,14.59,8.35,14.52,12.41,10.18375,5.03,19.5,23.62
21.4,13.25470588,9.75,12.32,15.86,83.79215054,8.85,14.67,3.44,10.75,10.58666667,23.55,19.97,22.96,9.56,52.16,9.48,15.2,16.424,8.02,26.37,13.99,12.55,12.07,7.12,1.78,21.3,40.678,17.69933333,9.89,5.73,9.65,10.25,10.3225,2.24,15.49,20.7
21.42,14.05588235,11.09,12.73,17.63,84.28691756,9.48,15.36,5.77,11.15,7.303333333,24.88,19.27,30.35,9.29,41.24,11.27,15.4,18.268,7.54,25.95,17.11,13.53,12.83,9.86,2.23,21.192,39.846,17.00977778,10.92,6.83,13,12.27,10.46125,3.9,18.38,21.32
20.76,14.85705882,11.46,13.66,18.59,84.78168459,11.46,14.67,10.85,17.97,4.02,23.78,19.34,53.36,11.59,40.58,14.16,18.86,20.112,11.05,24.73,18.48,14.19,13.11,13.9,2.24,21.084,39.014,16.32022222,20.66,6.82,13.92,16.35,10.6,7.22,18.93,22.64
25.5,15.65823529,17.37,15.35,23.3,85.27645161,15.73,19.38,15.57,21.28,12.63,28.66,19.79,56.41,16.69,52.44,16.79,16.84,21.956,13.68,32.14,23.87,15.81,15.5,19.14,3.53,20.976,38.182,15.63066667,26.19,10.76,20.69,17.07,10.73875,9.78,27.14,27.85
21.69,16.45941176,18.41,15.37,22.6,85.77121864,13.01,18.84,16.17,22.82,8.33,29.96,21.92,55.54,22.05,46.58,20.76,18.93,23.8,10.67,28.71,29.65,18.3,17.24,16.14,3.99,20.868,37.35,14.94111111,29.96,12.91,20.97,20.63,10.8775,14.19,26.76,26.35
19.09,17.26058824,14.32,14.38,19.85,86.26598566,11.55,15.62,9.98,17.41,8.65,21.15,17.67,56.14,12.47,67.89,14.66,21.81,25.644,10.5,23.81,17.23,15.63,14.81,12.25,2.93,20.76,22.56,14.25155556,21.17,8.16,13.4,20.59,11.01625,13.96,22.97,25.03
25.21,18.06176471,15.18,14.62,24.24,86.76075269,12.51,20.62,7.77,18.38,9.37,25.85,19.41,43.77,12.75,87.47,16.73,23.21,27.488,13.46,26.12,14.98,16.43,16.85,15.16,3.46,32.67,25.52,13.562,22.06,10.32,14.95,24.77,11.155,16.46,25.1,26.26
23.76,18.86294118,13.4,13.1,19.56,87.25551971,10.53,16.89,7.19,15.43,7.9,25.08,20.33,31.64,12.78,56.46,15.77,16.81,29.332,9.77,29.66,14.3,15.04,14.62,14.47,2.87,25.88,26.89,12.87244444,15.38,8.46,10.52,24.1,11.29375,14,19.27,24.19
22.22,19.66411765,15.25,14.09,19.71,87.75028674,10.46,16.57,7.67,14.4,6.43,26.58,21.12,50.65,12.4,53.92142857,15.03,21.71,31.176,10.44,23.68,12.64,15.56,14.7,10.84,4.51,26.02,23.795,12.18288889,16.38,9.33,12.64,24.98,11.4325,14.84,20.99,24.18
24.42,20.46529412,18.38,13.47,22.86,88.24505376,9.81,20.36,9.17,15.82,4.96,30.51,21.11,40.85,16.68,51.38285714,17.3,25.09,33.02,10.02,29.17,16.52,17.34,16.91,14.27,7.02,33.84,20.7,11.49333333,21.77,10.99,15.57,26.51,11.57125,17.18,27.41,26.91
22.62,21.26647059,15.85,13.12,20.51,88.73982079,9.14,18.52,8.73,15.47,3.21,26.95,27.45,38.28,14.23,48.84428571,17.18,19.55,23.02,10.86,23.03,17.77,16.24,15.04,12.07,6.11,30.15,42.6,10.80377778,22.86,8.19,15.34,25.79,11.71,16.59,23.31,25.62
26.32,22.06764706,20.6,13.25,25.8,89.23458781,10.8,23.31,9.69,19.03,2.21,33.73,32.07,51.68,17.15,46.30571429,23.95,17.35,29.12,12.28,31.51,19.19,19.72,18.38,18.21,7.5,29.76,64.5,10.11422222,23.91,14.17,17.9,26.19,11.91,17.43,29.52,29.12
32.49,22.86882353,25.22,13.29,24.36,89.72935484,16.21,23.44,10.41,24.19,7.09,39.24,35.54,47.96,21.92,43.76714286,25.38,23.72,31.11,14.37,28.27,21.82,19.65,19.7,25.15,10.94,32.21,53.98,9.424666667,28.91,14.12,22.73,33.51,11.99,19.99,40.11,28.34
31.08,23.67,23.91,12.46,25.78,90.22412186,18.55,24.62,12.35,19.45,4.8,43.2,31.54,38.89,16.58,41.22857143,20.92,20.89,36.94,13.96,25.99,17.27,18,19.71,20,9.73,33.13,65.12,8.735111111,23.1,14.8,31.41,25.1,11.81,15.86,36.63,32.02
30.76,20.24,26.65,13.03,30.99,90.71888889,21.63,21.97,17.21,21.91,5.3,45.68,28.7,43.31,20.14,38.69,21.8,20.8,52.02,15.36,25.52,19.47,19.38,20.69,24.04,11.24,38.58,55.42,8.045555556,27.55,16.85,31.23,33.04,12.42,15.79,41.55,34.79
32.08,28.44,34.22,15.01,34.51,91.21365591,19.87,26.65,19.71,29.84,9.15,49.21,33.51,49.46,30.25,36.15142857,30.05,30.05,70.2,15,29.56,30.99,20.53,26.57,31.69,14.7,40.89,54.73,7.356,42.34,25.1,40.67,46.07,12.47,18.24,47.94,38.34
20.9,41.51,37.45,13.82,34,91.70842294,19.7,27.26,25.19,34.84,11.94,56.78,38.61,51.1,36.29,33.61285714,36.3,28.02,68.54,16.51,41.9,33.45,23.35,27.17,34.98,19,46.18,66.11,6.666444444,46.15,24.55,40.84,47.25,23.11,19.41,52.4,43.69
22.72,51.06,46.16,17.13,38.74,92.20318996,22.22,32.02,30.47,40.51,13.29,55.33,42.17,51.15,45.98,31.07428571,46.3,35.73,87.59,22.14,49.88,43.4,26.05,31.67,37.41,20.4,68.36,72.48,5.976888889,60.02,32.6,53.46,63.97,44.55,31.9,61.22,50.66
17.91,33.84,26.79,15.79,28.85,92.69795699,20.86,21.4,25.49,32.22,7.56,47.13,38.49,37.11,28.39,28.53571429,31.18,21.21,60.28,22.64,36.54,22.88,19.75,28.01,41.76,14.68,46.95,63.2,5.287333333,39.72,19.84,37.82,46.79,37.16,20.66,41.66,39.24
15.09,22.22,31.59,13.57,32.33,93.19272401,21.16,21.71,20.17,40.39,5.16,58.26,39.18,36.03,28.82,25.99714286,31.76,27.49,72.29,15.24,33.42,26.12,21.39,35.2,44.29,15.77,46.83,66.73,4.597777778,41.74,24.95,39.21,42.02,40.3,17.69,47.94,44.16
19.25,115.29,46.95,17.76,41.39,93.68749104,27.31,40.39,23.61,45.22,11.62,69.02,45.44,38.28,53.85,23.45857143,51.55,22.72,103.09,23.45,47.76,52.48,28.81,32.41,49.36,21.93,59.35,76.04,3.908222222,61.67,39.49,56.33,66.17,59.14,24.73,72.68,56.28
19.74,51.96,43.36,14.59,42.28,94.18225806,29.32,39.28,13.73,33.54,3.16,67.82,46.75,35.5,42.2,20.92,42.74,25.61,82.67,22.03,48.49,40.68,29.88,25.42,46.29,20.77,46.8,66.47,3.218666667,43.01,37.56,42.95,49.57,57.15,23.52,62.31,50.12
12.44,29.58,21.8,19.53666667,24.25,94.67702509,22.98,15.23,18.36,20.87,2.53,42.15,38.18,34.08,22.52,6.22,23.02,32.05,58.77,12.25,27.41,31.32,19.58,20.65,34.16,12.85,33.95,52.62,2.529111111,31.35,12.56,28.19,39.17,36.7,16.77,40.07,35.31
14.72,33.14,24.46,24.48333333,25.33,95.17179211,23.98,21.22,20.91,32.36,6.65,41.2,40.17,36.08,32.15,7.59,29.41,36.8,72.55,20.73,27.54,56.66,20.31,25.81,37.72,19.01,39.06,58.2,1.839555556,30.75,10.67,32.99,43.05,40.8,15.27,43.42,35.92
15.74,44.17,33.31,29.43,34.14,95.66655914,28.43,24.24,22.75,39.69,13.15,49.38,42.81,38.8,36.52,10.04,40.93,17.79,77.42,21.51,35.28,52.51,23.58,30.06,45.91,20.74,45.96,63.61,1.15,51.34,10.52,44.27,54.17,46.22,20.44,49.37,43.65
9.59,24.44,19.67,23.64,25.73,96.16132616,19.67,19.79,8.89,27.89,3.77,36.39,29.9,32.05,26.41,5.05,32.61,21.44,68.54,14.78,34.83,42.22,20.21,21.38,30.36,12.28,39.84,44.49,0.65,30.57,14.14,25.09,48.12,38.79,24.59,38.41,35.23
6.29,12.43,10.88,22.43,19.93,96.65609319,10.87,13.59,3.57,14.94,3.06,25.62,30.23,16.15,14.39,1.92,17.23,26.11,47.19,6.98,26.3,20.41,14.12,13.7,16.9,5.8,28.33,13.86,0.84,15.2,9,15.52,24.65,27.86,15.76,22.81,25.58
9.35,16.57,13,23.05,23.84,97.15086022,12.13,16.43,7.24,19.27,2.24,30.74,36.05,21.76,18.65,1.4,16.01,30.93,44.09,11.99,28.52,24.28,15.44,16.59,19.3,6.26,28.41,18.44,0.8,18.93,11.87,18.89,26.69,29.54,18.74,28.26,28.44
10.55,14.21,12.34,22.27,20,97.64562724,11.48,16.01,4.28,17.22,1.46,26.94,26.65,18.72,16.18,1.02,13.49,19.52,44.67,12.78,35.87,22.65,16.21,16.39,20.66,5.3,21.49,28.47,0.82,11.63,11.78,14.12,24.81,30.89,15.69,22.98,28.43
8.13,16.89,12.66,21.34,16.56,98.14039427,10.94,14.52,6.02,15.86,1.84,27.39,24.7,20.02,13.55,1.23,12.2,27.14,40.54,8.15,25.87,18.66,15.96,15.17,16.71,5.41,22.01,20.97,0.83,14.28,11.4,16.82,24.3,28.52,14.02,23.43,24.92
8.6,19.98,17.18,23.37,27.67,98.63516129,13.64,17.67,18.16,29.52,1.96,34.44,26.81,27.93,26.83,4.6,27.91,25.9,49.69,16.21,24.85,37.37,18.52,21.72,27.92,8.71,32.2,36.97,1.93,37.28,12.87,24.48,48.22,30.87,24.89,34.3,26.09
9.78,20.92,17.34,19.03,25.44,99.12992832,16.82,19.68,10.68,26.42,2.7,35.32,32.56,28.48,22.98,4.75,26.6,22.16,51.05,13.43,26.05,30.7,19.45,20.29,28.11,8.32,29.75,52.63,2.73,30.63,12.66,29.43,40.91,32.65,17.96,31.94,42.33
12.18,28.27,22.18,20.89,27.65,99.62469534,18.45,28.47,21.56,29.26,2.44,43.39,34,34.23,35.28,6.15,31.4,19.19,53.4,12.1,31.21,41.53,17.02,18.62,33.68,12.7,34.15,53.56,2.73,38.21,19.7,35.64,52.48,38.3,21.06,63.9,36.35
12.57,48.57,27.27,21.8,32.84,100.1194624,22.52,36.7,21.8,40.86,5.74,50.47,42.2,35.77,36.36,6.5,33.22,20.66,69.05,18.19,38.82,43.89,16.86,25.45,34.95,15.14,46.9,50.21,2.72,36.36,30.57,41.76,57.37,40.06,26.31,55.22,40.67
11.48,24.86,18.5,19.18,28.6,100.6142294,14.05,33.88,13.7,31.19,3.57,35.14,33.12,29.87,28.88,4.89,28.08,22.73,63.21,15.95,28.52,37.94,14.23,22.76,26.87,9.01,33.15,46.85,2.73,24.71,26.53,25.15,45.15,34.48,23.75,25.73,29.92
10.38,19.23,16.49,18.3,25.79,101.1089964,12.26,24.28,5.87,23.74,1.21,26.47,31.33,22.03,22.18,4.51,19.9,19.49,54.64,11.97,28.79,30.19,13.4,19.13,22.17,6.99,29.2,36.29,2.74,15.7,20.36,16.07,39.73,31.11,18.97,21.93,30.95
9.27,21.66,15.27,18.8,25.39,101.6037634,13.39,24.28,15.2,29.67,1.09,25.75,26.48,23.33,23.54,3.4,24.89,23.88,49.78,11.83,27.12,34.06,12.5,20.13,27.3,7.87,28.62,42.4,2.78,23.33,19.83,21.46,41.52,28.55,16.85,22.65,28.66
9.69,35.61,19.8,20.04,25.6,102.0985305,18.87,21.44,22.67,29.58,22.27,23.36,34.41,27.35,26.87,7.84,29.13,16.29,62.99,12.59,25.17,34.86,13.37,20.84,31.52,9.12,33.45,51.7,2.78,57.66,21,28.38,47.42,30.14,41.48,28.64,31.9
11.77,48.89,23.82,19.74,33.21,102.5932975,22.73,29.17,27.48,39.39,33.83,24.65,33.36,36.32,37.45,18.76,36.91,17.48,67.7,13.9,39.22,48.1,14.98,26.06,37.5,12.39,39.84,64.15,6.33,39.66,30.71,32.71,53.61,37.99,20.83,31.98,36.79
14.38,45.01,24.72,20.06,32.09,103.0880645,28.51,28.98,18.78,38.86,40.96,22.23,36.33,34.96,38.6,28.48,36.94,16.78,61.18,15.34,33.69,42.38,14.18,21.95,36.75,16.86,38.66,68.08,7.24,38.85,30.55,38.87,60.46,42.98,19.7,34.97,46.11
13.78,36.48,20.99,19.32,25.55,103.5828315,22.9,23.84,32.19,44.18,38.1,14.59,33.49,28.78,35.86,39.98,36.84,14.74,52.67,11.87,29.12,43.54,13.88,22.66,34.65,11.44,36.39,52.65,8.8,45.16,24.12,27.58,60.84,28.84,21.52,97.22,31.85
13.18,53.02,19.5,19.73,34.1,104.0775986,13.58,26.68,15.12,37.94,31.07,21.16,32.38,28.43,32.5,51.69,32.06,15.26,48.92,15.52,39.54,40.37,13.24,24.18,24.67,9.23,36.51,47.67,10.13,39.69,28.24,22,43.72,28,24.7,62.96,31.88
12.26,57.43,19.4,18.57,36.755,104.5723656,12.75,25.23,18.09,29.28,27.55,26.94,30.56,26.83,30.52,23,27.04,14.78,28.77,13.36,39.08,38.76,11.23,19.62,29.43,9.68,33.88,39.88,10.13,23.48,25.46,26.26,35.81,21.22,21.91,23.76,36.73
9.83,64.76,17.14,17.7,39.41,105.0671326,12.02,26.44,21.86,33.33,29.93333333,29.53,27.01,26.12,28.13,14.06,27.95,13.64,29.11,15.35,30.11,33.49,9.85,23.11,23.68,9.96,37.76,39.33,10.18,22.51,26.7,28.29,38.25,18.8,20.82,24.94,29.05
17.33,70.99,17.23,18.93,24.68,105.5618996,13.13,22.05,16.77,38.42,32.31666667,22.04,33.55,26.26,28.77,11.86,31.93,13.3,28.49,11.18,30.05,35.09,11.46,23,26.54,9.53,32.64,60.88,10.18,21.54,21.51,20.18,70.23,18.12,20.37,23.88,29.74
19.66,42.5,16.82,21.42,27.64,106.0566667,10.6,22.97,19.53,34.88,34.7,19.59,30.41,24.23,28.35,11.67,28.96,15.29,28.96,16.61,31.13,35.15,11.95,20.32,23.54,7.01,33.34,36.11,8.12,43.14,28.91,17.75,51.79,15.24,18.67,18.99,33.06
5.05,41.94,13.13,17.5,25.06,106.5514337,7.96,19.24,7.85,21.67,23.36,15.97,35.13,16.72,15.08,7.61,15.45,13.81,22.18,11.76,28.54,19.84,9.47,15.07,14.56,4.47,22.63,12.46,1.09,14.36,16.73,12.85,26.25,12.96,12.99,15.84,26.67
8.08,50.33,15.98,17.34,19.35,107.0462007,8.06,20.13,15.53,24.17,21.49,18.97,25.98,19.87,16.42,8.56,18.16,13.68,19.58,8.03,24.61,25.55,9.48,16.2,18.14,4.86,35.5,25.66,1.09,11.14,20.54,15.86,35.75,14.28,14.73,17.68,31.71
5.43,33.95,13.11,16.6,17.33,107.5409677,6.96,18.83,15.23,22.23,18.51,18.9,32.26,17.79,23.49,7.13,18.95,14.01,18.23,6.26,26.02,23.73,9.35,14.44,17.22,4.96,29.14,26.69,5.49,13.35,18.84,13.67,32.25,12.74,13.81,17.43,30.36
6.97,35.67,19.97,18.74,18.72,108.0357348,11.79,23.71,19.67,26.04,19.01,21.05,32.09,23.17,26.33,8.62,21.73,15.34,21.08,6.69,30.12,33.12,9.95,17.06,25.8,8.78,29.12,31.57,4.91,29.06,25.02,21.6,33.53,15.91,15.48,22.57,30.47
9.27,28.7,21.17,18.67,22.89,108.5305018,12.32,26.51,16.75,25.06,20.77,22.09,24.78,24.36,27.06,7.31,24.78,14.91,25.54,12.94,32.64,31.41,10.07,20.21,21.96,7.99,35.25,34.13,3.27,31.62,27.5,19.66,38.77,16.57,18.03,22.5,33.08
10.03,32.01,19.3,19.24,21.24,109.0252688,9.79,22.16,25.63,25.29,20.49,20.91,26.7,23.7,23.38,7.81,23.48,12.5,25.56,16.37,22.2,30.62,9.97,16.96,20.2,6.52,39.83,38.79,10.46,32.18,22.64,15.91,23.13,13.55,16.79,21.53,29.94
7.8,16.37,11.34,17.01,19.39,109.5200358,7.53,16.92,10.3,17.32,18.98,16,29.86,17.41,17.63,6.49,14.25,12.34,20.55,8.68,27.39,20.29,8.58,14.54,13,4.25,31.1,11.59,28.09,17.64,17.11,12.24,14.35,11.66,12.1,14.76,24.56
7.17,19.37,11.01,15.78,19.68,110.0148029,6.9,17.47,15.35,18.07,19.07,18.91,29.22,16.66,25.82,11.36,18.84,12.96,20.93,7.67,27.06,29.14,8.99,13.64,17.87,4.76,30.94,14.66,8.77,21.25,20.15,17.83,16.46,12.38,15.09,19.52,21.18
7.91,22.46,15.68,16.39,23.42,110.5095699,11.54,20.08,32.91,24.27,22.54,20.77,32.22,20.05,30.06,18.29,27.58,12.88,20.34,7.32,30.48,33.59,9.37,17.3,29.12,8.09,32.39,44.19,11.06,35.53,20.79,20.61,19.63,13.99,14.82,25.25,30.27
10.87,19.62,13.44,16.88,25.36,111.0043369,20.21,22.15,24.35,27.83,22.39,20.15,29.47,22.31,27.44,15.81,27.17,12.2,21.41,11.02,28.95,28.74,9.59,19.13,26.65,8.18,31.38,41.49,8.27,33.49,24.19,18,20.8,14.68,11.3,21.11,29.73
20.29,27.49,20.65,19.67,23.27,111.4991039,24.59,20.4,19.5,25.04,21.88,21.77,26.64,24.16,26.12,22.38,24.49,12.13,18.84,9.28,21.37,26.16,10.4,18.02,26.82,9.54,25.78,36.96,10.45,27.5,1.07,21.62,14.82,15.07,11.28,24.97,32.08
13.05,33.66,20.15,22.44,26.73,111.993871,29.57,16.82,21.8,28.01,22.47,19.52,29.46,24.27,25.35,11.3,24.15,11.15,17.44,11.55,22.29,22.42,9.53,12.73,25.22,10.57,28.18,32.29,9.35,27.13,0.62,25.76,21.44,13.18,13.625,24.18,33.25
8.68,21.39,17.69,19.18,23.75,112.488638,26.41,17.82,21.49,21.99,19.88,22.59,34.64,21.53,26.17,12.08,26.52,12.4,15.98,8.64,24.03,34.41,9.53,11.04,26.09,8.53,30.86,22.01,7.27,26.73,1.35,20.68,51.01,13.18,15.97,21.14,27.12
7.54,23.54,10.62,18.84,21.81,112.983405,9.98,18.27,16.26,21.26,18.92,16.88,34.32,16.73,21.88,16.39,19.94,19.01,17.72,9.88,27.67,24.46,9.13,20.34,16.77,4.69,33.89,15.13,5.52,18.14,0.3,16.25,18.92,11,15.52,16.5,26.02
11.35,26.37,11.99,20.88,21.21,113.478172,8.7,18.51,18.65,24.05,20.07,18.13,34.25,18.44,24.51,24.01,22.79,26.12,19.98,8.75,30.07,28.88,9.31,22.94,20.74,5.38,39.12,23.03,15.58,20.71,0.4,19.82,23.57,11.47,17.3,17.86,26.24
17.51,37.39,13.29,19.69,24.19,113.9729391,10.08,19.28,20.72,26.81,24.72,17.8,30.4,20.32,25.12,30.67,27.16,25.98,22.57,12.56,37.22,29.14,10.52,18.82,22.35,6.68,34.92,28.13,38.18,30.51,1.36,19.09,20.17,12.96,17.4,21.48,30.27
9.17,32.95,13.29,20.08,23.04,114.4677061,14.7,20.68,18.1,30.29,23.01,15.73,32.78,21.87,28.51,53.54,25.58,28.44,26.11,9.35,40.44,31.3,10.66,20.28,23.77,6.76,42.3,27.8,12.11,19.16,1.3,20.33,17.39,12.64,17.18,21.83,32
6.04,20.69,10.51,18.65,19.47,114.9624731,8.8,17,11.03,17.92,17.87,16.74,29.17,13.58,18.3,64.3,16.53,21.81,18.5,6.62,27.95,19.9,8.99,14.05,14.44,4.35,39.51,9.33,15.23,7.05,1.36,15.48,13.38,8.89,11.13,15.3,25.7
2.94,26.12,9,20.47,16.6,115.4572401,11.07,12,19.95,20.52,25.56,13.79,26.75,16.05,17.6,100.24,21.44,21.91,14.7,9.41,19.72,21.51,8.53,14.73,15.14,4.6,31.23,13.53,4.84,23.24,1.34,18.3,16.52,6.96,14.27,15.23,24.32
9.67,28.87,11.73,19.86,22.95,115.9520072,9.63,20.66,18.72,24.28,24.06,17.08,28.14,19.28,25.42,57.29,24.69,26.21,29.22,11.83,27.44,34.05,8.25,15.56,17.12,8.04,39.35,17.8,5.12,21.7,2.38,20.44,15.8,7.67,14.64,18.62,28.76
